100000 100
3.35008 0
3.38444 0.0343598
3.30451 0.0823548
3.26827 0.0685888
3.22068 0.0713293
3.19358 0.0642348
3.15507 0.0665632
3.15192 0.0577313
3.15783 0.0512563
3.16103 0.0459563
3.17075 0.0426908
3.16492 0.039405
3.1454 0.0411674
3.18238 0.0530993
3.17409 0.0501222
3.18939 0.0493166
3.18852 0.0463331
3.17821 0.0448825
3.16218 0.0453816
3.16204 0.0430529
3.1702 0.0417559
3.17538 0.0401477
3.18673 0.0400063
3.19146 0.0385945
3.19452 0.0371448
3.19147 0.0358175
3.18865 0.0345808
3.17652 0.0354621
3.16481 0.0361662
3.15764 0.035667
3.15581 0.034546
3.15409 0.0334932
3.1403 0.0352696
3.13788 0.0343018
3.13442 0.0334871
3.14135 0.0332745
3.14838 0.0331168
3.14385 0.0325505
3.14238 0.0317391
3.13724 0.0313592
3.14767 0.0323158
3.14656 0.0315568
3.14721 0.030821
3.15501 0.0311062
3.15285 0.0304832
3.14901 0.0300596
3.15087 0.0294715
3.15645 0.029386
3.15473 0.0288314
3.15483 0.028249
3.15966 0.0281084
3.15538 0.0278936
3.15518 0.027363
3.15444 0.0268616
3.15372 0.0263783
3.15103 0.0260425
3.15308 0.0256636
3.15562 0.0253448
3.1578 0.0250064
3.15859 0.0245988
3.1591 0.0241976
3.15658 0.0239369
3.15209 0.0239784
3.14893 0.0238114
3.14648 0.0235701
3.1469 0.0232142
3.148 0.0228915
3.15073 0.0227164
3.15108 0.0223875
3.15392 0.0222477
3.15123 0.0220964
3.1472 0.0221565
3.14737 0.0218516
3.1456 0.0216266
3.14745 0.021416
3.15149 0.0215144
3.15121 0.021235
3.15464 0.0212399
3.15528 0.0209791
3.1604 0.0213391
3.16057 0.0210747
3.15899 0.0208767
3.1603 0.0206654
3.15811 0.0205352
3.15848 0.0202956
3.15815 0.0200609
3.16135 0.0200853
3.15939 0.0199515
3.15794 0.0197793
3.16008 0.0196745
3.15762 0.0196111
3.15537 0.0195278
3.15658 0.0193546
3.15397 0.0193247
3.15418 0.0191214
3.15179 0.0190726
3.1497 0.0189894
3.15075 0.0188236
3.1513 0.0186406
3.14981 0.0185127
