14.7541 0
14.4327 0.321329
14.7436 0.361992
14.9834 0.350751
15.0899 0.291847
15.051 0.241446
15.0666 0.204652
14.9572 0.208274
14.9069 0.190455
14.8854 0.171693
14.8833 0.155317
14.8214 0.154686
14.8459 0.144383
14.9276 0.156669
15.0639 0.199604
15.0716 0.186872
15.0155 0.184284
14.9882 0.175869
15.0348 0.172747
15.0306 0.163935
15.0475 0.156844
15.0133 0.153413
15.0527 0.151811
15.0096 0.151613
14.9678 0.151301
15.0101 0.151389
15.0494 0.150871
15.0158 0.149215
15.0072 0.144235
15.0254 0.140531
15.0453 0.13737
15.0443 0.133012
15.0198 0.13122
15.0091 0.127757
14.9965 0.124688
14.9879 0.12148
14.9902 0.118174
14.9511 0.121501
14.9776 0.121288
14.9463 0.122299
14.9463 0.119278
14.9331 0.117157
14.9142 0.11594
14.9317 0.114621
14.9299 0.11206
14.9239 0.10976
14.9344 0.107908
14.9552 0.107675
14.9581 0.105494
14.9583 0.103363
14.9426 0.102517
14.9197 0.103099
14.9269 0.101385
14.933 0.0996782
14.9366 0.0979162
14.9331 0.0962138
14.9319 0.0945186
14.915 0.0944086
14.9166 0.0928095
14.9123 0.091354
14.9054 0.0901062
14.9186 0.0896199
14.913 0.0883622
14.9182 0.087124
14.9142 0.0858684
14.9073 0.084834
14.9085 0.0835665
14.911 0.0823675
14.9143 0.0812321
14.9153 0.0800688
14.9328 0.0808468
14.9354 0.0797605
14.9261 0.0792165
14.9353 0.0786858
14.9586 0.0810474
14.9585 0.079974
14.9562 0.0789598
14.9427 0.0791096
14.9438 0.0781103
14.9411 0.0771752
14.9398 0.0762279
14.9431 0.0753653
14.9401 0.0745149
14.9409 0.0736278
14.9491 0.0732143
14.9493 0.0723581
14.9523 0.0715861
14.9493 0.0708332
14.9402 0.0706214
14.9266 0.0711462
14.9266 0.0703601
14.9202 0.0698814
14.9341 0.0705042
14.9354 0.0697614
14.9257 0.0697002
14.9281 0.0690135
14.915 0.0695377
14.9217 0.0691449
14.9087 0.0696585
14.8956 0.0701904
