#     GEN:            L2:          <L2>:
         1        2218.75        2734.72
         2        2056.98        2533.51
         3        1989.95        2357.87
         4        1821.23        2228.76
         5        1766.89        2114.38
         6        1545.49        1977.99
         7        1545.49         1873.1
         8         1527.9        1776.91
         9        1514.03        1655.65
        10        1447.82        1586.33
        11        1436.67        1546.37
        12        1392.24        1509.18
        13        1319.69        1476.37
        14        1240.37        1439.08
        15        1210.61        1392.87
        16        1206.65        1321.41
        17        1176.89         1271.7
        18        1111.31         1242.1
        19        1075.77        1205.81
        20        1053.45        1162.87
        21        1041.15        1119.68
        22        1001.04        1093.27
        23        998.124        1075.21
        24        992.226        1068.02
        25        957.181        1054.24
        26        784.166        1037.16
        27        784.166        1019.28
        28        768.913        994.929
        29        759.782        955.594
        30        755.182        894.983
        31        721.305        812.102
        32        721.305        781.298
        33        712.637        762.858
        34        697.217        745.744
        35        670.257        733.341
        36        661.778         717.96
        37        642.386        702.092
        38         637.12        684.564
        39        628.351        667.898
        40        623.751         652.06
        41        545.424        641.837
        42         507.14        635.554
        43         507.14        631.928
        44        501.727         610.11
        45        494.742        577.143
        46        488.867        551.147
        47         485.22        531.852
        48         476.51        512.472
        49        471.482        501.247
        50        453.844         491.06
        51        444.817        483.998
        52        439.753         473.25
        53        437.899        471.607
        54        432.554        464.679
        55        406.474         464.98
        56        347.841        456.471
        57        339.587        440.804
        58        337.109        430.335
        59        335.966        409.158
        60         317.34        383.326
        61        302.875         359.88
        62        301.639        345.551
        63        298.127        332.051
        64        282.354        328.106
        65        281.212        320.363
        66        277.672        312.319
        67        263.683        301.844
        68        263.683        295.019
        69        261.485        295.197
        70        257.246        292.857
        71        257.246        291.066
        72        254.712        278.006
        73        251.677        275.733
        74        249.273        267.504
        75        246.596        261.612
        76        231.583        256.771
        77        228.436        254.099
        78        227.294        253.224
        79        222.183        249.642
        80        219.037        242.175
        81        216.303        236.164
        82        214.446        232.505
        83        214.239        233.578
        84        212.667        231.689
        85        210.658         231.15
        86         206.14        225.845
        87        204.997        222.186
        88         203.09        215.625
        89         198.36        211.069
        90        196.453         209.02
        91        190.753        204.303
        92        182.973        200.973
        93        175.707        195.959
        94        175.707        193.797
        95        175.025        194.317
        96        173.364        197.494
        97        168.494        200.937
        98        166.833        196.679
        99        166.833        188.019
       100        161.719        177.902
       101        161.719        171.377
       102        158.271        167.932
       103        158.271        164.744
       104        158.188        163.562
       105        157.527        161.385
       106        156.612        159.716
       107        156.167        158.517
       108        155.505        157.794
       109        154.215        157.707
       110        153.149        158.169
       111         151.67        157.936
       112        149.404        157.489
       113        148.338        156.485
       114         146.77        156.142
       115        145.417        155.021
       116         142.07        154.905
       117        140.976        151.489
       118        140.976        149.479
       119        137.204        145.086
       120        137.204        142.787
       121        137.204        142.226
       122        133.713        139.764
       123        133.713        138.808
       124        133.635        138.377
       125        129.694        140.304
       126        129.516        139.728
       127        125.947        137.932
       128        125.947         134.59
       129        125.414        132.876
       130        125.414        129.221
       131        119.726        129.287
       132        119.726         130.16
       133        119.726        133.574
       134        119.726        139.879
       135        119.726         145.75
       136        119.523         145.87
       137        119.523        143.426
       138        119.141        134.697
       139        116.906        125.843
       140        114.226        125.677
       141        106.861        123.296
       142        106.861        121.411
       143        106.861        123.995
       144        106.861        131.883
       145        106.861         136.91
       146        105.331        133.047
       147        105.331        128.918
       148        105.331        124.947
       149        104.558         125.31
       150        103.684        123.719
       151        103.427         114.61
       152        102.883        109.718
       153        102.118        108.999
       154        101.317        107.323
       155        101.266        103.839
       156        100.054        103.184
       157        100.054        102.344
       158        100.054        101.984
       159        99.4175        101.837
       160        99.3659        100.514
       161        95.9199        100.525
       162        93.2163         99.877
       163        93.0598        98.5358
       164        89.8865        97.3542
       165          89.73         96.397
       166        89.3144        93.7525
       167        89.1579        92.0076
       168        89.0194        90.7062
       169        88.4472        90.1355
       170        87.7981        90.0599
       171        87.7981        90.5289
       172        86.8083        90.6211
       173        86.4367        91.9275
       174        85.4485        90.7633
       175        85.2877        89.9761
       176        85.2051        88.4774
       177        84.1529        86.9314
       178        84.1529        85.4651
       179        83.7493        85.5336
       180        83.2705        85.7872
       181        82.8422        85.5598
       182        82.7721        85.3875
       183        82.2086        84.5427
       184        80.7778        84.0811
       185        80.2143        83.6461
       186         79.786        82.2385
       187        78.1626        81.3469
       188        77.7342        81.0462
       189        77.7342         79.963
       190        77.7342        79.1202
       191        75.6181        78.3182
       192        75.6181        77.9264
       193        75.6181        77.6398
       194        75.6181        76.5693
       195        74.8988        75.9954
       196        74.8988        75.7335
       197         74.825        75.6878
       198         74.825        75.5798
       199        73.1629        75.9774
       200        73.1629        75.6521
       201        73.1629        75.4053
       202        72.2615        74.3278
       203        72.2615        73.8197
       204        72.1636        73.8958
       205        71.8108        73.2025
       206        71.7128        73.0169
       207        70.6774        73.6276
       208        70.5795        72.6673
       209        70.5795        71.4782
       210        70.5795        71.5569
       211        70.5795        71.0721
       212        70.5795        71.2242
       213         70.356        70.8949
       214         70.356        70.9023
       215         70.356        70.9466
       216         70.356        70.6821
       217        70.2141        70.6792
       218        69.6586        71.5786
       219        69.6586        71.3296
       220        69.6586        70.5783
       221        64.9235         70.862
       222        64.9235        69.6694
       223        64.9235        68.4886
       224        64.9235         67.297
       225        64.4414        67.6666
       226        64.2042        66.0074
       227        64.1706        65.1466
       228        63.9637        65.0489
       229        63.2444        65.9666
       230        63.2444        66.8458
       231        63.2444        66.1069
       232        63.2444        65.9206
       233        63.2444         63.729
       234        63.2444        63.5515
       235        63.2444         63.311
       236        63.2444        63.3968
       237        63.2444        63.5733
       238        63.2444        63.3496
       239        63.2444        63.6826
       240        63.2444        63.3389
       241        63.2444        63.4135
       242        63.2444        63.2662
       243        63.2444        63.6118
       244        63.2444        63.9456
       245        63.2444        63.7521
       246        63.0517        64.1124
       247        63.0517        63.6562
       248        63.0517        63.6794
       249        63.0517        64.4863
       250        62.5784        63.6955
       251        62.5784        64.1127
       252        62.5784        64.1582
       253        62.5784        64.3014
       254        62.5784        63.2577
       255        62.5784        63.0266
       256        62.5784        63.0414
       257        62.5784        62.8895
       258        62.5784         62.836
       259        61.5491        62.7108
       260        61.5491        63.0061
       261        61.5491        62.3469
       262        61.5491        62.4332
       263        61.5491           61.9
       264        61.5491        61.9255
       265        61.5491         61.875
       266        61.5491        62.3022
       267        61.5491        61.6967
       268        61.5491        62.0131
       269        61.5491         61.909
       270        61.5491        62.0792
       271        61.2564        62.2393
       272        61.2564        62.2535
       273        61.2564        62.5755
       274        61.2564         61.686
       275        61.2564        61.7588
       276        60.9308        62.2338
       277        60.9308        62.9708
       278        60.9308        61.8619
       279        60.9308        61.5882
       280        60.9308        61.6358
       281        59.8332        61.4813
       282        59.8332        61.8167
       283        59.8332        62.1674
       284        59.8332        63.4102
       285        59.8332        64.4165
       286        59.8332        61.5699
       287        59.8332        60.8979
       288        59.8332        61.0048
       289        59.8332        61.0061
       290        59.8332         62.116
       291        59.8332        61.8565
       292        59.8332        61.4917
       293        59.8332         60.447
       294        59.8332        60.6232
       295        59.8332        60.3537
       296        59.8332        61.8211
       297        59.8332        60.5547
       298        59.8332        59.9657
       299        59.4022        59.8984
       300        59.4022        60.0773
       301        59.4022        60.2987
       302        59.4022        61.4079
       303        59.4022        62.8835
       304        59.4022        61.0965
       305        59.4022        60.6839
       306        59.4022        59.9968
       307        59.4022        59.7636
       308        59.4022        59.9049
       309        59.4022        59.8337
       310        59.4022        59.5706
       311        59.4022        59.5335
       312        59.4022        59.4115
       313        59.4022        59.4022
       314        59.4022        59.4253
       315        59.4022        59.8163
       316        59.4022        59.5242
       317        59.4022        59.7144
       318        59.4022        59.9195
       319        59.4022        59.4022
       320        59.4022        59.4022
       321        59.4022        59.4264
       322        59.4022        59.8542
       323        59.4022        59.7127
       324        59.4022        60.5084
       325        59.4022        60.1324
       326        59.4022        59.5074
       327        59.4022         59.939
       328        59.4022        60.1755
       329        59.4022        59.6926
       330        59.4022        61.0359
       331        59.1134        60.0591
       332        59.1134        59.7586
       333        59.1134        59.7104
       334        59.1134        59.5411
       335        59.1134        59.4213
       336        59.1134         59.998
       337        59.1134        60.2386
       338        59.1134        59.5103
       339        59.1134        59.4969
       340        59.1134        60.0547
       341        59.0681        59.8248
       342        59.0681        59.5379
       343        59.0681        59.1122
       344        59.0681        59.3942
       345        59.0681        59.4055
       346        59.0681        59.8706
       347        59.0681        59.4122
       348        59.0681        59.5139
       349        59.0681         59.228
       350        59.0681        59.5079
       351        59.0681        59.3599
       352        59.0681        59.5385
       353        59.0681         59.964
       354        59.0681        59.5958
       355        59.0681        60.4361
       356        58.1841        61.0878
       357        58.1841        60.9489
       358        58.1841        60.5427
       359        58.1841        61.4152
       360        58.1841        59.7787
       361        58.1841        60.2189
       362        58.1841        58.9846
       363        58.1558        58.8364
       364        58.0339        58.8481
       365        58.0339         58.735
       366        58.0056        58.6135
       367        58.0056        59.1205
       368        58.0056        58.3809
       369        57.8748        58.1273
       370        57.8748        58.2957
       371        57.8748        58.0551
       372        57.8748        58.1269
       373        57.8748        58.0509
       374        57.8748        57.8891
       375        57.8748        58.2133
       376        57.8403        58.3927
       377        57.6861        59.7541
       378        57.5553        63.9269
       379        57.5553        64.6168
       380        57.5553        61.4541
       381        57.5553        60.3899
       382        57.5553        59.8339
       383        57.5553        59.2296
       384        57.5553        58.9994
       385        57.5553        59.1495
       386        57.5553        58.1955
       387        57.4652        57.6206
       388        57.4652        57.6417
       389         57.444        57.6393
       390        57.3538         57.624
       391        57.3538        58.9462
       392        56.4627        58.5796
       393        56.4627        57.7808
       394        56.4627        57.5036
       395        56.4627        57.3135
       396        56.4627        57.1961
       397        56.4627         58.134
       398        56.4627        59.1148
       399        56.4627        58.3521
       400        56.4627        57.6266
       401        56.4627        57.7667
       402        56.4627        57.3944
       403        56.4627        56.8739
       404        56.4627        56.5367
       405        56.4627         56.631
       406        56.4627         56.633
       407        56.4627        57.2013
       408        56.4627        56.9026
       409        56.4627        57.0572
       410        56.4627        56.7348
       411        56.4627        56.7358
       412        56.4627        57.1009
       413        56.4627        56.7694
       414        56.4627        57.0632
       415        56.4627        57.3385
       416        56.4627         56.643
       417        56.4627        56.6273
       418        56.4627        56.7509
       419        56.4627        56.5373
       420        56.4627        56.4642
       421        56.4627        56.8455
       422        56.4627        56.6534
       423        56.4627        56.7763
       424        56.4627        56.5367
       425        56.4627        56.5899
       426        56.4627        56.5503
       427        56.4627        56.5406
       428        56.4627        56.5193
       429        56.4627        56.8515
       430        56.4627        57.4723
       431        56.4627        57.1212
       432        56.4627        57.0903
       433        56.4627        56.6203
       434        56.4627        56.5252
       435        56.4627        56.7982
       436        56.4627         56.664
       437        56.4627         57.483
       438        56.4627        57.3526
       439        56.4627        56.8728
       440        56.4627        56.4777
       441        56.2795        56.8231
       442        56.2795        57.0885
       443        56.2795         56.865
       444        56.2795        56.5799
       445        56.2795        56.6246
       446        56.2795        56.6667
       447        56.2795         56.539
       448        56.2795        56.3039
       449        56.2795        56.3015
       450        56.2795         56.307
       451        56.2795        56.2964
       452        56.2795        56.3569
       453        56.2795        56.2795
       454        56.2795        56.6033
       455        56.2795        56.5111
       456        56.2795        56.5069
       457        56.2795        56.5049
       458        56.2795         57.551
       459        56.2795         56.517
       460        56.2795        56.6717
       461        56.2795          56.57
       462        56.2795        56.4185
       463        56.2795        56.3369
       464        56.2795        56.3533
       465        56.2795        56.8141
       466        56.2795         57.552
       467        56.2795        56.8464
       468        56.2795         58.453
       469        56.2795        57.0495
       470        56.2795         56.507
       471        56.2795        56.7414
       472        56.2795        57.9154
       473        56.2795        57.0188
       474        56.2795        56.7434
       475        56.2795        56.5925
