#     GEN:            L2:          <L2>:
       389        56.5482        57.5195
       390        56.5482        57.2766
       391        56.5482         56.911
       392        56.5482        56.8798
       393        56.5482        56.6682
       394        56.5482        56.5793
       395        56.5482         56.878
       396        56.5482        56.6388
       397        56.5482        56.6407
       398        56.5482        57.2965
       399        56.5482        56.9912
       400        56.5482        56.9829
       401        56.5482        57.7883
       402        56.5482        57.2714
       403        56.5482        57.1843
       404        56.5482        56.7295
       405        56.5482        57.3029
       406        56.4627        56.8966
       407        56.2795        57.2786
       408        56.2795        56.9039
       409        56.2795         56.785
       410        56.2795        57.5007
       411        56.2795        56.4834
       412        56.2795         56.481
       413        56.2795        56.3973
       414        56.2795        56.3573
       415        56.2795        56.3037
       416        56.2795        56.8764
       417        56.2795        56.7581
       418        56.2795        56.6636
       419        56.2795        57.0389
       420        56.2795        57.3622
       421        56.2795        57.8869
       422        56.2795        57.4221
       423        56.2795        58.5275
       424        56.2795        59.0689
       425        56.2795         57.431
       426        56.2795        57.0436
       427        56.2795        56.8084
       428        56.2795        56.5956
       429        56.2795        56.3398
       430        56.2795        56.2869
       431        56.2795        56.2795
       432        56.2795        56.5194
       433        56.2795        56.4599
       434        56.2795        56.4434
       435        56.2795        56.2795
       436        56.2795        56.3107
       437        56.2795        56.6146
       438        56.2795        57.0333
       439        56.2795         57.003
       440        56.2795         56.476
       441        56.2795        56.9711
       442        56.2795        57.0276
       443        56.2795        57.2604
       444        56.2795        57.0494
       445        56.2795        57.4304
       446        56.2795        57.0574
       447        56.2795        56.4589
       448        56.2795        56.4093
       449        56.2795         56.309
       450        56.2795        56.2795
       451        56.2795        56.3365
       452        56.2795        56.6106
       453        56.2795        56.4675
       454        56.2795        56.8107
       455        56.2795        56.5265
       456        56.2795        56.5417
       457        56.2795        56.6445
       458        56.2795        56.4182
       459        56.2795        56.4805
       460        56.2795        56.4527
       461        56.2795        56.8133
       462        56.2795        56.6771
       463        56.2795        56.7826
       464        56.2795        57.1528
       465        56.2795        56.9859
       466        56.2795        56.5885
       467        56.2795          56.93
       468        56.2795        57.0851
       469        56.2795        56.9942
       470        56.2795        56.3313
       471        56.2795        56.3169
       472        56.2795        56.6012
       473        56.2795        56.5318
       474        56.2795        56.3524
       475        56.2795        56.5021
       476        56.2795        56.4945
       477        56.2795        56.6922
       478        56.2795        56.4911
       479        56.2795        57.1089
       480        56.2795         56.427
       481        56.2795        56.3004
       482        56.2795        56.3494
       483        56.2795        56.3275
       484        56.2795        56.2903
       485        56.2795        56.5194
       486        56.2795        57.3007
       487        56.2795        57.1572
       488        56.2795        57.0662
       489        56.2795        57.1397
       490        56.2795        57.0591
       491        56.2795        56.8471
       492        56.2795        56.5227
       493        56.2795        56.4557
       494        56.2795        56.5424
       495        56.2795        56.3252
       496        56.2795        56.6709
       497        56.2795        56.7372
       498        56.2795        56.6428
       499        56.2795        56.7378
       500        56.2795        57.0836
       501        56.2795        56.6448
       502        56.2795        56.5441
       503        56.2795        56.7078
       504        56.2795        56.7209
       505        56.2795        56.3987
       506        56.2795         57.333
       507        56.2795         56.525
       508        56.2795        56.4686
       509        56.2795        56.5509
       510        56.2795        56.7242
       511        56.2795        56.8803
       512        56.2795         56.652
       513        56.2795        56.2838
       514        56.2795        56.8387
       515        56.2795        56.8206
       516        56.2795        56.5494
       517        56.2795        56.7934
       518        56.2795        56.5069
       519        56.2795        56.4177
       520        56.2795        56.5477
       521        56.2795        56.7757
       522        56.2795        56.3113
       523        56.2795        56.4323
       524        56.2795        56.4431
       525        56.2795        56.3706
       526        56.2795        56.2826
       527        56.2795        56.3073
       528        56.2795        56.4355
       529        56.2795         57.118
       530        56.2795        56.3383
       531        56.2795        56.6895
       532        56.2795        56.4098
       533        56.2795        56.3678
       534        56.2795        56.2795
       535        56.2795        56.3262
       536        56.2795        57.2653
       537        56.2795        57.0686
       538        56.2795        56.5165
       539        56.2795        57.1686
       540        56.2795        56.5341
       541        56.2795        56.6257
       542        56.2795        56.5589
       543        56.2795        56.4081
       544        56.2795        56.2795
       545        56.2795        56.3304
       546        56.2795         56.702
       547        56.2795        56.8713
       548        56.2795         57.164
       549        56.2795        57.1569
       550        56.2795        56.9954
       551        56.2795        56.7281
       552        56.2795        57.0414
       553        56.2795        57.1396
       554        56.2795        58.5781
       555        56.2795        58.4026
       556        56.2795         58.061
       557        56.2795        57.8184
       558        56.2795        56.7973
       559        56.2795        56.5498
       560        56.2795        56.4366
       561        56.2795        56.6337
       562        56.2795        56.4986
       563        56.2795        56.8196
       564        56.2795        56.3452
       565        56.2795         56.366
       566        56.2795        56.2976
       567        56.2795        56.3608
       568        56.2795        57.1868
       569        56.2795        57.4135
       570        56.2795        56.7449
       571        56.2795        56.7512
       572        56.2795        56.5574
       573        56.2795        56.2809
       574        56.2795        56.2971
       575        56.2795        56.5342
       576        56.2795        56.3617
       577        56.2795        56.3924
       578        56.2795        57.5644
       579        56.2795        57.1318
       580        56.2795        56.5593
       581        56.2795         56.283
       582        56.2795        56.2795
       583        56.2795        56.2795
       584        56.2795        56.3584
       585        56.2795        56.2795
       586        56.2795        56.2795
       587        56.2795        56.2795
       588        56.2795        56.2795
       589        56.2795        56.7737
       590        56.2795        56.3125
       591        56.2795        56.2876
       592        56.2795        56.5922
       593        56.2795        56.3824
       594        56.2795        56.4896
       595        56.2795        56.5965
       596        56.2795        57.0842
       597        56.2795        56.5925
       598        56.2795        56.5389
       599        56.2795        56.3439
       600        56.2795        56.4466
       601        56.2795        56.9177
       602        56.2795        57.7901
       603        56.2795        56.9813
       604        56.2795        56.4218
       605        56.2795        56.3477
       606        56.2795        56.4729
       607        56.2795         57.352
       608        56.2795        56.3983
       609        56.2795        56.5129
       610        56.2795        57.0346
       611        56.2795        57.1038
       612        56.2795        57.7954
       613        56.2795        57.5064
       614        56.2795        56.9648
       615        56.2795        56.5499
       616         56.245        56.3603
       617         56.245        56.3642
       618         56.245        56.6197
       619         56.245        56.6349
       620         56.245        56.5525
       621        56.1579        56.7953
       622        56.1233         56.244
       623        56.1233        56.5063
       624        56.1233        57.3026
       625        56.1233         56.992
       626        56.1233        58.1531
       627        56.1233        57.2618
       628        56.1233        56.9918
       629        56.1233        57.0706
       630        56.1233        56.7491
       631        56.1233        56.6783
       632        56.1233         57.318
       633        55.6626        56.7309
       634        55.6626        56.9129
       635        55.6626        56.2042
       636        55.6626        56.2389
       637        55.6626        56.3593
       638        55.6626        55.7889
       639        55.6626        55.9264
       640        55.6626        55.9339
       641        55.6626        56.0125
       642        55.6626        55.9297
       643        55.6626        55.7997
       644        55.6626        55.8025
       645        55.6626        56.2053
       646        55.6626        56.5436
       647        55.6626        56.1526
       648        55.6626        55.9565
       649        55.6626        55.9374
       650        55.6626        56.2366
       651        55.6626        55.8256
       652        55.6626        55.7941
       653        55.6626        55.9759
       654        55.6626        55.7932
       655        55.6626        55.8894
       656        55.6626        55.8993
       657        55.6626        56.0381
       658        55.6626        56.4209
       659        55.6626        56.0661
       660        55.6626        56.2157
       661        55.6626        55.9282
       662        55.6626         55.897
       663        55.6626        55.9274
       664        55.6626        56.1398
       665        55.6626        55.8789
       666        55.6626        55.7044
       667        55.6626        55.8364
       668        55.6626        55.6952
       669        55.6626        55.9273
       670        55.6626        56.5094
       671        55.5601        55.9056
       672        55.5601        56.6953
       673        55.5601        56.3719
       674        55.5601        55.8716
       675        55.5601          56.69
       676        55.5601        56.6277
       677        55.5601        57.1248
       678        55.5601        56.3921
       679        55.5601        56.8492
       680        55.5601        56.4369
       681        55.5601        56.1668
       682        55.5601        56.5232
       683        55.5601        56.4548
       684        55.5601        56.0607
       685        55.5601        55.8787
       686        55.5601        56.3914
       687        55.5601        55.9829
       688        55.5601         56.134
       689        55.5601        56.6671
       690        55.5601        56.0941
       691        55.5601        55.9847
       692        55.5601         56.018
       693        55.5601        55.5745
       694        55.5601        55.8678
       695        55.5601        56.2376
       696        55.5601        55.9349
       697        55.5601        55.8258
       698        55.5601        56.6595
       699        55.5601         56.072
       700        55.5601        56.4004
       701        55.5601        56.1378
       702        55.5601        55.7739
       703        55.5601         55.579
       704        55.5601        55.7937
       705        55.5601         55.905
       706        55.5601        56.1404
       707        55.5601        55.7472
       708        55.5601        56.0307
       709        55.5601        55.6239
       710        55.5601        55.6664
       711        55.5601        55.7655
       712        55.5601        56.0863
       713        55.5601        55.7692
       714        55.5601        55.5778
       715        55.5601        55.5849
       716        55.5601        55.5601
       717        55.5601        55.7278
       718        55.5601         55.797
       719        55.5601        55.6085
       720        55.5601        55.6658
       721        55.5601        55.7523
       722        55.5427        55.6456
       723        55.5427        55.8228
       724        55.5427        56.0749
       725        55.5427        55.9709
       726        55.5427         56.042
       727        55.5427        56.5311
       728        55.5427        57.1523
       729        55.5427        57.0222
       730        55.5427        58.1387
       731        55.5427        56.6204
       732        55.5427        56.0004
       733        55.5427        55.9262
       734        55.5427        55.6332
       735        55.5427        55.6537
       736        55.5427        55.9401
       737        55.5427        55.8517
       738        55.5427         55.794
       739        55.5427        55.6044
       740        55.5427         55.686
       741        55.2377        55.5485
       742        55.2203         55.865
       743        55.2203        56.2318
       744        55.2203        56.0213
       745        55.2203         57.056
       746        55.2203        56.0816
       747        55.2203        55.7184
       748        55.2203        55.6071
       749        55.2203        55.2675
       750        55.2203        55.3502
       751        55.2203        55.2916
       752        55.2203        55.4648
       753        55.2203        56.3437
       754        55.2203        56.0772
       755        55.2203        56.9728
       756        55.2203        55.8091
       757        55.2203        55.7455
       758        55.2203        55.7702
       759        55.2203        55.7711
       760        55.2203        55.2893
       761        55.2203        55.2203
       762        55.2203        55.2644
       763        55.2203        55.2203
       764        55.2203        55.6014
       765        55.2203        55.6434
       766        55.2203        56.1963
       767        55.2203        55.5883
       768        55.2203        56.0699
       769        55.2203        56.1575
       770        55.2203        56.3497
       771        55.2203        56.7373
       772        55.2203        56.6147
       773        55.2203        55.7349
       774        55.2203        56.5838
       775        55.2203        55.9718
       776        55.2203         56.114
       777        55.2203        55.9303
       778        55.2203        55.5001
       779        55.2203        56.1294
       780        55.2203        56.7555
       781        55.2203        55.6283
       782        55.2203        55.3201
       783        55.2203        55.5567
       784        55.2203        55.7024
       785        55.2203        55.4012
       786        55.1929        56.6519
       787        55.1929          56.02
       788        55.1929         55.875
       789        55.1929        55.4238
       790        55.1929        55.6621
       791        55.1929        56.1499
       792        55.1929        56.2498
       793        55.1929        56.5417
       794        55.1929        56.0634
       795        55.1929        56.0861
       796        55.1929        55.8987
       797        55.1929        55.7087
       798        55.1929        56.0013
       799        55.1929        55.9486
       800        55.1929        55.6409
       801        55.1929        55.5978
       802        55.1929        55.5687
       803        55.1929        56.0629
       804        55.1929        55.9981
       805        55.1929        55.3623
       806        55.1929        55.5069
       807        55.1929        55.3388
       808        55.1929        55.2043
       809        55.1929         55.325
       810        55.1929        55.6819
       811        55.1929        55.2808
       812        55.1929        55.1929
       813        55.1929        55.2401
       814        55.1929        55.2388
       815        55.1929        55.3349
       816        55.1929        55.2354
       817        55.1929         55.234
       818        55.1929         55.432
       819        55.1929        55.3486
       820        55.1929        55.3107
       821        55.1929        55.2025
       822        55.1929        55.2814
       823        55.1929        55.2831
       824        55.1929        55.2873
       825        55.1929        55.3887
       826        55.1929        55.3015
       827        55.1929        55.7165
       828        55.1929        55.9689
       829        55.1929        55.8396
       830        55.1929        55.2749
       831        55.1929        55.2407
       832        55.1929        55.2629
       833        55.1929        55.4548
       834        55.1929        55.6585
       835        55.1929        55.3607
       836        55.1929        55.7344
       837        55.1929        55.6088
       838        55.1929        56.6413
       839        55.1929        55.6759
       840        55.1929        55.8362
       841        55.1929        55.3697
       842        55.1929        55.2781
       843        55.1929        55.3953
       844        55.1929         56.275
       845        55.1929        55.8421
       846        55.1929        55.7703
       847        55.1929        55.3344
       848        55.1929         55.543
       849        55.1929        55.5805
       850        55.1929        55.5135
       851        55.1929        56.3341
       852        55.1929        55.6024
       853        55.1929        55.9041
       854        55.1929        55.5032
       855        55.1929        55.2768
       856        55.1929        55.5246
       857        55.1929        55.4723
       858        55.1929        55.6506
       859        55.1929        56.4464
       860        55.1929        56.6655
       861        55.1929        58.3978
       862        55.1929        56.4817
       863        55.1929        55.7003
       864        55.1929        55.2807
       865        55.1929        55.2673
       866        55.1929        55.5558
       867        55.1929        56.1272
       868        55.1929        56.6983
       869        55.1929        55.9466
       870        55.1929        56.3338
       871        55.1929        55.5451
       872        55.1929        55.9287
       873        55.1929        56.5385
       874        55.1929        55.3663
       875        55.1929        55.2073
       876        55.1929        55.1988
       877        55.1929        55.3178
       878        55.1929        55.1929
       879        55.1929        55.2196
       880        55.1929        55.6186
       881        55.1929        55.5114
       882        55.1929        55.6654
       883        55.1929         55.528
       884        55.1929        55.9325
       885        55.1929        55.6225
       886        55.1929        55.5324
       887        55.1929        55.3584
       888        55.1929        55.2158
       889        55.1929        55.3898
       890        55.1929        55.8492
       891        55.1929          56.03
       892        55.1929        55.6606
       893        55.1929        55.5392
       894        55.1929        55.8648
       895        55.1929        55.9698
       896        55.1929        57.1366
       897        55.1929        56.1613
       898        55.1929        55.9519
       899        55.1929        56.3011
       900        55.1929        57.2134
       901        55.1929        56.0551
       902        55.1929        57.1761
       903        55.1929         56.857
       904        55.1929         55.859
       905        55.1929        55.7913
       906        55.1929        55.4853
       907        55.1929        56.2036
       908        55.1929        55.6198
       909        55.1929        56.0766
       910        55.1929        57.6146
       911        55.1929        57.5334
       912        55.1929        55.8127
       913        55.1929        55.9726
       914        55.1929          55.91
       915        55.1929        57.1368
       916        55.1929        56.6853
       917        55.1929        55.6439
       918        55.1929        55.2857
       919        55.1929        55.2192
       920        55.1929        55.2059
       921        55.1929        55.4806
       922        55.1929        55.5803
       923        55.1929        55.3832
       924        55.1929        55.6119
       925        55.1929        55.5716
       926        55.1929        56.3312
       927        55.1929        55.7184
       928        55.1929        55.8088
       929        55.1929        56.3687
       930        55.1929        55.6758
       931        55.1929        55.5889
       932        55.1929        55.6134
       933        55.1929        55.3298
       934        55.1929        55.3705
       935        55.1929        55.6159
       936        55.1929        55.1929
       937        55.1929        55.4201
       938        55.1929        55.2097
       939        55.1929        55.3412
       940        55.1929        55.2114
       941        55.1929        55.2217
       942        55.1929        55.3919
       943        55.1929        55.3097
       944        55.1929        55.2315
       945        55.1929        55.4902
       946        55.1929         55.744
       947        55.1929        56.7138
       948        55.1929        57.0327
       949        55.1929        56.8898
       950        55.1929        58.2976
       951        55.1929        58.3953
       952        55.1929        56.8632
       953        55.1929        56.6274
       954        55.1929        55.7253
       955        55.1929        55.8099
       956        55.1929        56.0307
       957        55.1929        55.5783
       958        55.1929        55.3771
       959        55.1929        55.7668
       960        55.1929        55.7994
       961        55.1929        55.6172
       962        55.1929        55.4536
       963        55.1929        55.4033
       964        55.1929         55.569
       965        55.1929        55.2044
       966        55.1929        55.1939
       967        55.1929        55.2723
       968        55.1929        55.3959
       969        55.1929         55.198
       970        55.1929        55.2679
       971        55.1929        55.7165
       972        55.1929        55.2641
       973        55.1929        55.1929
       974        55.1929         55.214
       975        55.1929           55.2
       976        55.1929        55.2446
       977        55.1929        55.4747
       978        55.1929        55.4569
       979        55.1929         55.921
       980        55.1929        56.0482
       981        55.1929        55.9939
       982        55.1929        55.7586
       983        55.1929        56.5403
       984        55.1929        55.7179
       985        55.1929        56.2454
       986        55.1929        56.4937
       987        55.1929        56.0852
       988        55.1929        56.5337
       989        55.1929         55.708
       990        55.1929        55.8469
       991        55.1929        56.0741
       992        55.1929        56.2072
       993        55.1929        55.5206
       994        55.1929         56.105
       995        55.1929        55.9332
       996        55.1929         56.257
       997        55.0926        56.2226
       998        55.0926        55.7366
       999        55.0926        56.4628
      1000        55.0926        55.2737
