#     GEN:            L2:          <L2>:
       117        139.887        164.567
       118        139.887        169.813
       119        139.549        166.253
       120        139.205        156.112
       121        139.205        150.498
       122        136.365        147.766
       123        136.365        145.889
       124        134.834        140.666
       125        134.152        140.593
       126        126.125        137.978
       127        123.981        135.783
       128        123.875        135.433
       129        122.776        134.155
       130        120.633         132.04
       131        119.889        128.178
       132        117.232        126.158
       133        116.488        122.541
       134        116.488         120.03
       135        116.488         118.59
       136        115.888        117.613
       137        111.237        118.518
       138        111.237        120.615
       139        111.142        120.664
       140        110.436        118.749
       141        110.188        116.428
       142        107.994        112.944
       143        107.039        112.501
       144        107.039        112.382
       145        107.039        111.481
       146        107.039        108.515
       147        106.709        108.404
       148        104.248        108.078
       149        103.918        108.304
       150        103.118        107.005
       151        103.118        105.851
       152        103.118        105.275
       153         102.55        104.086
       154        101.695        104.179
       155        100.409        104.131
       156         95.881        103.628
       157         95.881        102.961
       158         95.881        104.174
       159         95.881        106.606
       160        93.7957        102.877
       161         92.854        98.7081
       162        90.2229        95.9478
       163        89.8104        95.2637
       164        89.8104        94.0753
       165        89.8104        91.4442
       166        89.6573        91.0302
       167        89.5486        90.3051
       168        89.3921        90.2129
       169        88.0601        90.1391
       170        88.0601        89.8423
       171        88.0601        89.5216
       172        87.6531        89.1918
       173        86.6953         89.483
       174        84.6297        90.2717
       175        84.6297        89.7138
       176        83.2722        89.8438
       177        81.7272        86.9748
       178        81.7272        85.0864
       179        81.7272         83.826
       180        81.2665        83.0413
       181        80.2599        82.6083
       182         79.701        82.3704
       183        78.7081        82.2147
       184        78.3679        81.7949
       185        78.2148        81.4167
       186        78.2148        80.5376
       187        78.2148        79.2734
       188        78.2148        79.6885
       189        77.7985        79.0506
       190        77.5824        79.2842
       191        77.5824         78.497
       192        77.3253         77.919
       193        77.1857        78.3801
       194        76.9106        78.0826
       195        76.9106        78.5406
       196         76.771         78.138
       197        76.5921        77.6436
       198        76.0835        77.7762
       199        75.7651        77.7626
       200        75.6405         77.119
       201        69.5799        76.2592
       202        69.5799        76.0248
       203        69.5799        75.2442
       204        68.7488         74.246
       205        68.4525        73.3314
       206        67.6214        71.9738
       207        67.6214        71.6227
       208        67.6214         70.373
       209        67.6214        69.0054
       210        67.6214        69.6474
       211        67.6214        69.2708
       212        66.9605        69.3818
       213        66.9605        68.5303
       214        66.9605         68.285
       215        66.9605        67.6081
       216        66.9605        67.2845
       217        66.9605        67.4931
       218        66.9578        67.4356
       219        66.9578        68.3918
       220        65.8629        70.7453
       221        65.8629         72.023
       222        65.8629        73.5413
       223        65.8629        72.9516
       224        65.3556        71.3764
       225        65.3556        69.9268
       226        64.9748        68.0336
       227        63.8772        66.8278
       228        63.8772        66.4386
       229        63.8772         66.238
       230        63.8772        66.1022
       231        63.8772         65.689
       232        63.8772        65.1115
       233        63.8772        65.1108
       234        63.8772        64.9891
       235        63.8772        64.9998
       236        63.8772        64.7441
       237        63.8772         64.425
       238        63.8772        64.1014
       239        63.8772        64.4799
       240        63.8772        64.2395
       241        63.8772        65.0865
       242        63.8568        65.9269
       243         63.832        65.5188
       244         63.832        65.1209
       245         63.832        64.7586
       246         63.832        64.8017
       247         63.832        65.1797
       248         63.832        64.5057
       249         63.832        63.8481
       250         63.832        64.4159
       251        63.6054        63.8318
       252        63.6054        63.8212
       253        63.6054        63.7758
       254        63.6054        63.6998
       255        63.6054        63.7999
       256        63.6054        63.6913
       257        63.6054         63.648
       258        63.6054        63.6147
       259        63.4853        63.7714
       260        63.4853        63.9434
       261        63.4853        63.7874
       262        63.4853        63.8406
       263        63.4853        63.5467
       264        63.4853        63.4932
       265        63.4853        63.5065
       266        61.9601        63.4834
       267        61.9601        63.6598
       268        61.5521        63.9638
       269        61.3358        65.7328
       270        60.8625        65.8295
       271        60.8625        65.5285
       272        60.8172        64.5702
       273        60.8172        63.2077
       274        60.8172        63.2017
       275        60.7883        62.2376
       276        60.7883        61.1633
       277        60.7883         60.866
       278        60.7883        61.0377
       279        60.7883        61.1181
       280        60.7883        61.1469
       281        60.7883        60.8793
       282        60.7883        60.8379
       283        60.7883        61.0014
       284        60.7883        61.0397
       285        60.7883        61.1269
       286        60.7883        60.9137
       287        60.7883        60.8821
       288        60.7883         61.517
       289        60.7883        60.8386
       290        60.7883        60.7883
       291        59.8332         61.151
       292        59.8332        60.7866
       293        59.8332        60.6004
       294        59.8332        60.3897
       295        59.8332        60.0984
       296        59.8332         60.303
       297        59.8332        60.2352
       298        59.8332         60.175
       299        59.8332        59.9914
       300        59.5444        59.9332
       301        59.5444        59.9809
       302        59.5444        59.9614
       303        59.5444        60.2245
       304        59.5444        60.2722
       305        59.5444        59.8122
       306        59.5444        60.1601
       307        59.5444        60.2073
       308        59.5444        59.6896
       309        59.5444        60.0192
       310        59.5444        59.7178
       311        59.5444        59.6169
       312        59.5444        59.9091
       313        59.5444        59.9429
       314        59.5444        59.5465
       315        59.5444        60.0648
       316        59.5444        59.9648
       317        59.5444        59.5939
       318        59.5444        59.5444
       319        59.5444        59.5883
       320        59.5444        60.6798
       321        59.4022        60.1566
       322        59.1134         59.856
       323        59.1134        59.8371
       324        59.1134        59.3741
       325        59.1134        59.3394
       326        59.1134        59.5901
       327        59.1134        59.4562
       328        59.1134        59.6446
       329        59.1134        60.3793
       330        59.1134         59.919
       331        59.1134        60.2842
       332        59.1134         59.261
       333        59.1134        60.2288
       334        59.1134        60.4776
       335        58.9516        60.2143
       336        58.9516        60.2276
       337        58.9516         60.347
       338        58.9516        61.2394
       339        58.9516        59.9059
       340        58.9516        60.9408
       341        58.9516         60.361
       342        58.2294        59.5842
       343        58.2294        59.3001
       344        58.2294        59.6089
       345        58.2294        58.6396
       346        58.2294        59.6991
       347        58.2294        58.9132
       348        58.2294        58.8158
       349        58.2294         58.602
       350        58.2294        58.8683
       351        58.2294        58.4045
       352        58.2294        58.3445
       353        58.2294        58.3526
       354        58.2294        58.6419
       355        58.2294        58.2739
       356        58.2294        58.2778
       357        58.2294        58.2294
       358        58.2294        58.2294
       359        58.2294        58.4948
       360        58.2294        58.7664
       361        58.2294        58.2618
       362        58.2294        58.2294
       363        58.2294        58.2452
       364        58.0986        58.5205
       365        58.0986        58.4863
       366        58.0188        59.3089
       367        58.0188        58.5365
       368        58.0188        58.9053
       369        58.0188        58.3847
       370        58.0188        58.0998
       371        57.8748        58.1262
       372        57.8403        58.1393
       373        57.8403         58.026
       374        57.8403        59.4114
       375        57.8403        65.3318
       376        57.8403        83.4155
       377        57.8403         89.013
       378        57.8403           91.3
       379        57.8403        77.9497
       380        57.8403        67.9403
       381        57.8403        62.0534
       382        57.8403        59.6237
       383        57.8403         59.643
       384        57.8403        59.3479
       385        57.8403        58.5364
       386        57.8403        58.8276
       387        57.8403        58.1737
       388        57.8403        58.1231
       389        57.8403         58.619
       390        57.8403        58.4435
       391        57.8403        58.2466
       392        57.8403        58.1375
       393        57.8403        58.4059
       394        57.8403        58.0719
       395        57.8403        57.8406
       396        56.4627        57.8375
       397        56.4627         59.318
       398        56.4627        64.6297
       399        56.4627         76.401
       400        56.4627        77.1687
       401        56.4627        73.9979
       402        56.4627        73.1578
       403        56.4627        65.5819
       404        56.4627         63.947
       405        56.4627        60.9968
       406        56.4627        58.2347
       407        56.4627        57.3052
       408        56.4627        57.1999
       409        56.4627        57.1795
       410        56.4627         57.252
       411        56.4627        58.1837
       412        56.4627        56.9684
       413        56.4627        56.8285
       414        56.4627        57.0782
       415        56.4627        56.6994
       416        56.4627        56.8827
       417        56.4627        56.6734
       418        56.4627        56.8871
       419        56.4627        57.0716
       420        56.4627        56.5368
       421        56.4627        56.4726
       422        56.4627        56.4664
       423        56.4627        56.6905
       424        56.4627        56.5278
       425        56.4627        56.6289
       426        56.4627        56.8162
       427        56.4627        57.0751
       428        56.4627        56.9663
       429        56.4627        56.5466
       430        56.4627        56.4627
       431        56.4627         56.525
       432        56.4627        56.6128
       433        56.4627        57.9871
       434        56.4627          57.33
       435        56.4627        56.6512
       436        56.4627        56.5764
       437        56.4627        56.9269
       438        56.4627        57.5497
       439        56.4627        57.0715
       440        56.4627        56.6221
       441        56.4627        56.4627
       442        56.4627        56.4627
       443        56.4627        56.5871
       444        56.4627        57.6747
       445        56.4627        56.9275
       446        56.4627        56.8043
       447        56.4627        56.7095
       448        56.4627        56.7583
       449        56.4627        56.7107
       450        56.4627        56.6813
       451        56.2795        56.4624
       452        56.2795        56.4688
       453        56.2795        56.8262
       454        56.2795        56.5121
       455        56.2795        56.3944
       456        56.2795        56.3767
       457        56.2795        56.3034
       458        56.2795        56.8058
       459        56.2795        57.5693
       460        56.2795        56.4567
       461        56.2795        56.3214
       462        56.2795        56.3044
       463        56.2795        56.4417
       464        56.2795        56.6781
       465        56.2795        56.3634
       466        56.2795        56.3276
       467        56.2795        56.4033
       468        56.2795        56.9508
       469        56.2795        57.1145
       470        56.2795        56.6755
       471        56.2795        56.7598
       472        56.2795         57.301
       473        56.2795        57.1491
       474        56.2795        56.6574
       475        56.2795        56.4281
       476        56.2795         56.655
       477        56.2795        56.4614
       478        56.2795        56.7699
       479        56.2795        56.5292
       480        56.2795        56.6874
       481        56.2795        57.0818
       482        56.2795        56.3386
       483        56.2795        56.2812
       484        56.2795        56.5152
       485        56.2795        56.6438
       486        56.2795        56.5027
       487        56.2795        56.8333
       488        56.2795        56.6009
       489        56.2795        56.8682
       490        56.2795        57.2275
       491        56.2795        57.0556
       492        56.2795        56.7756
       493        56.2795        56.4834
       494        56.2795        56.2831
       495        56.2795        56.3977
       496        56.2795         56.639
       497        56.2795        56.4333
       498        56.2795        57.0143
       499        56.2795        57.0724
       500        56.2795        56.8793
       501        56.2795        56.9684
       502        56.2795        57.8094
       503        56.2795        58.9342
       504        56.2795        58.6128
       505        56.2795        59.2731
       506        56.2795        58.0714
       507        56.2795        57.3879
       508        56.2795        56.7471
       509        56.2795        56.7088
       510        56.2795        56.6703
       511        56.2795        56.7463
       512        56.2795        56.4667
       513        56.2795        56.3282
       514        56.2795        56.5006
       515        56.2795        56.5002
       516        56.2795        56.7893
       517        56.2795        56.4539
       518        56.2795        56.3661
       519        56.2795        56.3336
       520        56.2795        57.8569
       521        56.2795        56.7656
       522        56.2795        57.6173
       523        56.2795        57.5888
       524        56.2795        56.8642
       525        56.2795        56.4186
       526        56.2795        57.2182
       527        56.2795        57.5226
       528        56.2795        57.6742
       529        56.2795        60.8853
       530        56.2795        59.1904
       531        56.2795        58.3097
       532        56.2795        58.6377
       533        56.2795        58.4416
       534        56.2795        57.0866
       535        56.2795        57.0464
       536        56.2795        56.8239
       537        56.2795        56.5305
       538        56.2795        56.3724
       539        56.2795        56.8564
       540        56.2795        56.6308
       541        56.2795        56.8073
       542        56.2795        56.3846
       543        56.2795        56.3418
       544        56.2795        56.3036
       545        56.2795        56.3602
       546        56.2795        56.6337
       547        56.2795        56.3469
       548        56.2795        56.5361
       549        56.2795        56.7423
       550        56.2795        56.5205
       551        56.2795        56.4716
       552        56.2795        56.8458
       553        56.2795        56.4775
       554        56.2795        56.5004
       555        56.2795        56.6581
       556        56.2795        57.6133
       557        56.2795        56.8514
       558        56.2795        56.5084
       559        56.2795        56.4827
       560        56.2795        56.4314
       561        56.2795        56.7175
       562        56.2795        57.0557
       563        56.2795        56.5188
       564        56.2795        56.6856
       565        56.2795        56.5775
       566        56.2795         56.316
       567        56.2795        56.2971
       568        56.2795        56.2991
       569        56.2795        56.3303
       570        56.2795        56.4239
       571        56.2795        56.3638
       572        56.2795        56.8847
       573        56.2795        56.5498
       574        56.2795        56.4248
       575        56.2795        56.3617
       576        56.2795        56.4576
       577        56.2795        57.1031
       578        56.2795        56.8216
       579        56.2795         56.885
       580        56.2795        56.9482
       581        56.2795        57.5428
       582        56.2795         57.736
       583        56.2795        57.7497
       584        56.2795        57.9281
       585        56.2795        56.8237
       586        56.2795        57.5115
       587        56.2795         57.977
       588        56.2795        56.6702
       589        56.2795        56.3892
       590        56.2795        56.4316
       591        56.2795        56.4264
       592        56.2795        56.7389
       593        56.2795        57.8703
       594        56.2795        58.3014
       595        56.2795        56.8109
       596        56.2795        57.5029
       597        56.2795        56.8147
       598        56.2795        56.5804
       599        56.2795        56.3769
       600        56.2795        56.3056
       601        56.2795        56.4402
       602        56.2795        57.0309
       603        56.2795         58.339
       604        56.2795        57.4998
       605        56.2795          59.19
       606        56.2795        57.9513
       607        56.2795        57.3798
       608        56.2795         57.287
       609        56.2795        56.5208
       610        56.2795         56.385
       611        56.2795        56.9402
       612        56.1579        57.0424
       613        56.1579        57.1863
       614        56.1579        56.9849
       615        56.1579        56.8293
       616        56.1579        56.2813
       617        56.1579        56.8204
       618        56.1579        56.5348
       619        56.1579        56.2929
       620        56.1579        56.1583
       621        56.1579        56.1681
       622        56.1579        56.3027
       623        56.1579        56.2756
       624        56.1579        56.4838
       625        56.1579        57.3515
       626        56.1579        56.6751
       627        56.1579        56.1579
       628        56.1579        56.9309
       629        56.1579        57.1033
       630        56.1579         56.829
       631        56.1233        57.5281
       632        56.1233        57.1894
       633        56.1233        56.7688
       634        56.1233        56.9123
       635        56.1233        56.3094
       636        56.1233        56.1295
       637        56.1233        56.6336
       638        56.1233        56.2826
       639        56.1233        56.7297
       640        56.1233        56.4934
       641        56.1233        57.5628
       642        56.1233        57.2494
       643        56.1233        56.2234
       644        56.1233        56.5228
       645        56.0209        56.7813
       646        56.0209        56.3478
       647        56.0209        56.5177
       648        56.0209        56.6541
       649        56.0209         56.785
       650        56.0209        56.5392
       651        55.6626        56.1009
       652        55.5601        56.3078
       653        55.5601        56.2151
       654        55.5601        56.8367
       655        55.5601        57.4793
       656        55.5601        56.1607
       657        55.5601        56.0184
       658        55.5601        55.6141
       659        55.5601        55.6132
       660        55.5601        55.8455
       661        55.5601        56.0049
       662        55.5601         55.562
       663        55.5601        55.5954
       664        55.5601        55.6503
       665        55.5601        55.9915
       666        55.5601        56.3011
       667        55.5601        55.6244
       668        55.5601        55.7748
       669        55.5601        56.0956
       670        55.5601        55.8525
       671        55.5601         56.084
       672        55.5601         56.866
       673        55.5601        55.7331
       674        55.5601        56.2488
       675        55.5601        55.8055
       676        55.5601        55.7824
       677        55.5601        55.9099
       678        55.5601        55.5615
       679        55.5601        55.5785
       680        55.5601        55.7496
       681        55.5601        55.6169
       682        55.5601        56.2245
       683        55.5601        55.9383
       684        55.5601         55.626
       685        55.5601        55.6074
       686        55.5601        55.8444
       687        55.5601        55.8188
       688        55.5601        56.4349
       689        55.5601        56.5771
       690        55.5601        56.0026
       691        55.5601        55.8247
       692        55.5601        55.5601
       693        55.5601          55.75
       694        55.5601        55.7259
       695        55.5601        55.6995
       696        55.5601        55.7018
       697        55.5601         56.462
       698        55.5601        57.0446
       699        55.5601        56.3649
       700        55.5601        56.3871
       701        55.5601        57.4899
       702        55.5601        56.7988
       703        55.5601         56.571
       704        55.5601        56.1955
       705        55.5601        55.9916
       706        55.5601        55.9582
       707        55.5601        56.0582
       708        55.5601        56.3963
       709        55.5601        56.0484
       710        55.5601        56.4796
       711        55.5601        55.9496
       712        55.5601        56.2186
       713        55.5601        55.8677
       714        55.5601        55.6167
       715        55.5601        56.0535
       716        55.5601        56.0144
       717        55.5601        56.5622
       718        55.5601          56.43
       719        55.5601         56.963
       720        55.5601        56.2908
       721        55.5601        56.7268
       722        55.5601        55.8595
       723        55.5601         55.687
       724        55.5601        55.6168
       725        55.5601        55.6687
       726        55.5601        55.5659
       727        55.5601         55.853
       728        55.5601        56.0362
       729        55.5601        56.1615
       730        55.5601        55.5667
       731        55.2377        55.5631
       732        55.2377        55.5428
       733        55.2377        56.0574
       734        55.2377        55.6423
       735        55.2377         55.576
       736        55.2377        56.0241
       737        55.2377        56.0115
       738        55.2377        56.3436
       739        55.2377        56.2238
       740        55.2377        55.8858
       741        55.2377        55.7697
       742        55.2377        55.2518
       743        55.2377        55.5688
       744        55.2377        55.9738
       745        55.2377        55.3773
       746        55.2377        55.2377
       747        55.2377        55.4057
       748        55.2377        55.5234
       749        55.2377        56.5944
       750        55.2377        55.9368
       751        55.2377        55.6644
       752        55.2377        55.9061
       753        55.2377        55.4121
       754        55.2377        56.1431
       755        55.2377        56.5395
       756        55.2203        56.1013
       757        55.2203        55.3599
       758        55.2203        55.5119
       759        55.2203        55.7496
       760        55.2203        55.8737
       761        55.2203        55.2963
       762        55.2203        56.5992
       763        55.2203        56.0205
       764        55.2203        56.4245
       765        55.2203        55.5745
       766        55.2203        55.9245
       767        55.2203        55.4531
       768        55.2203        55.2618
       769        55.2203        55.6161
       770        55.2203        55.8842
       771        55.1929        55.6675
       772        55.1929        55.6749
       773        55.1929        55.2619
       774        55.1929        55.2055
       775        55.1929        55.2864
       776        55.1929         56.057
       777        55.1929        55.4785
       778        55.1929        56.8478
       779        55.1929        55.7956
       780        55.1929        55.4156
       781        55.1929        55.2056
       782        55.1929        55.3547
       783        55.1929        55.6286
       784        55.1929        55.6007
       785        55.1929         55.338
       786        55.1929        55.3239
       787        55.1929        55.9653
       788        55.1929        55.6888
       789        55.1929        56.2589
       790        55.1929        55.7341
       791        55.1929         55.389
       792        55.1929        55.3099
       793        55.1929        55.8398
       794        55.1929        56.3277
       795        55.1929        55.2622
       796        55.1929        55.6044
       797        55.1929        55.4254
       798        55.1929         55.486
       799        55.1929        55.5788
       800        55.1929        55.7998
       801        55.1929        56.4562
       802        55.1929        55.8589
       803        55.1929         56.377
       804        55.1929        55.7669
       805        55.1929        56.0824
       806        55.1929         56.314
       807        55.1929        57.1822
       808        55.1929        55.8087
       809        55.1929        55.7147
       810        55.1929        56.1213
       811        55.1929        55.2821
       812        55.1929        55.2233
       813        55.1929        55.6952
       814        55.1929        55.6459
       815        55.1929         55.257
       816        55.1929        55.4015
       817        55.1929        56.3551
       818        55.1929        56.3931
       819        55.1929        56.1557
       820        55.1929        56.5425
       821        55.1929        57.1002
       822        55.1929        55.9584
       823        55.1929        55.8018
       824        55.1929        55.9913
       825        55.1929        56.0158
       826        55.1929        55.5296
       827        55.1929        55.6477
       828        55.1929        56.3816
       829        55.1929        55.3958
       830        55.1929        55.5908
       831        55.1929        55.5331
       832        55.1929        55.4214
       833        55.1929        55.4992
       834        55.1929        55.3979
       835        55.1929        56.0635
       836        55.1929        55.6054
       837        55.1929        55.3813
       838        55.1929        55.9623
       839        55.1929        55.6024
       840        55.1929        55.6269
       841        55.1929        55.3301
       842        55.1929        55.1929
       843        55.1929        55.2094
       844        55.1929        55.2137
       845        55.1929        55.4608
       846        55.1929        55.7595
       847        55.1929        56.0606
       848        55.1929        55.1929
       849        55.1929        55.4208
       850        55.1929        55.4264
       851        55.1929        55.4567
       852        55.1929        55.4142
       853        55.1929        55.3154
       854        55.1929        55.2951
       855        55.1929        55.4766
       856        55.1929        55.2445
       857        55.1929         55.467
       858        55.1929        55.8082
       859        55.1929        55.4803
       860        55.1929        55.4446
       861        55.1929          56.12
       862        55.1929        55.8384
       863        55.1929         55.279
       864        55.1929        55.2775
       865        55.1929        55.2112
       866        55.1929        55.3958
       867        55.1929        55.4491
       868        55.1929        56.1009
       869        55.1929        56.0168
       870        55.1929        56.2395
       871        55.1929        55.4474
       872        55.1929        55.5232
       873        55.1929         56.764
       874        55.1929        55.7536
       875        55.1929        55.3457
       876        55.1929        56.2227
       877        55.1929        55.8174
       878        55.1929        55.6745
       879        55.1929        55.3101
       880        55.1929         55.618
       881        55.1929        56.1095
       882        55.1929        55.9875
       883        55.1929        55.2123
       884        55.1929        55.2257
       885        55.1929        55.2129
       886        55.1929         55.334
       887        55.1929        55.5456
       888        55.1929        55.7626
       889        55.1929        55.7339
       890        55.1929        55.7355
       891        55.1929        55.8622
       892        55.1929        55.7073
       893        55.1929        55.7511
       894        55.1929        55.6804
       895        55.1929        55.2909
       896        55.1929        55.1983
       897        55.1929         55.227
       898        55.1929        55.3982
       899        55.1929        55.9477
       900        55.1929        56.3606
       901        55.1929        55.6525
       902        55.1929        55.2799
       903        55.1929        55.7272
       904        55.1929        55.8848
       905        55.1929        56.5391
       906        55.1929        55.3737
       907        55.1929        55.3791
       908        55.1929        55.5825
       909        55.1929        55.3893
       910        55.1929        55.4576
       911        55.1929        55.2631
       912        55.1929        55.2284
       913        55.1929        55.2086
       914        55.1929        55.1929
       915        55.1929        55.1929
       916        55.1929        55.1929
       917        55.1929        55.3818
       918        55.1929        55.3149
       919        55.1929        57.1513
       920        55.1929        55.4633
       921        55.1929        55.2637
       922        55.1929        55.2009
       923        55.1929        55.2011
       924        55.1929        55.1969
       925        55.1929         55.197
       926        55.1929        55.2103
       927        55.1929        55.3082
       928        55.1929        56.3517
       929        55.1929        56.6915
       930        55.1929        56.4399
       931        55.1929        56.0586
       932        55.1929        55.2338
       933        55.1929        55.2999
       934        55.1929        55.2227
       935        55.1929         56.084
       936        55.1929        55.8752
       937        55.1929        55.2641
       938        55.1929        55.8515
       939        55.1929        55.4398
       940        55.1929        55.5224
       941        55.1929        55.6537
       942        55.1929        56.5754
       943        55.1929        56.1344
       944        55.1929        55.7135
       945        55.1929        55.6943
       946        55.1929        55.5006
       947        55.1929        55.6894
       948        55.1929        56.0906
       949        55.1929        55.7354
       950        55.1929        55.7658
       951        55.1929        55.1973
       952        55.1929        55.6098
       953        55.1929        55.9587
       954        55.1929        56.0123
       955        55.1929        56.2586
       956        55.1929        56.3884
       957        55.1929        56.0701
       958        55.1929        56.9112
       959        55.1929        56.7388
       960        55.1929        56.5028
       961        55.1929         57.443
       962        55.1929        57.9239
       963        55.1929        56.5388
       964        55.1929        56.7037
       965        55.1929        56.8527
       966        55.1929        57.7264
       967        55.1929        56.5709
       968        55.1929        55.6335
       969        55.1929        55.5913
       970        55.1929        55.3689
       971        55.1929        55.2404
       972        55.1929        55.7166
       973        55.1929        55.2605
       974        55.1929        55.6898
       975        55.1929        55.2967
       976        55.1929        55.1929
       977        55.1929        55.4319
       978        55.1929        55.4446
       979        55.1929        55.4292
       980        55.1929        55.9873
       981        55.1929        55.5541
       982        55.1929        55.6186
       983        55.1929        55.7993
       984        55.1929        55.6641
       985        55.1929        55.5846
       986        55.1929        55.3807
       987        55.1929        56.2195
       988        55.1929        55.6422
       989        55.1929        55.4464
       990        55.1929        55.6861
       991        55.1929        55.3212
       992        55.1929        55.3642
       993        55.1929        55.3954
       994        55.1929        56.0654
       995        55.1929        55.6178
       996        55.1929        55.9667
       997        55.1929        56.5045
       998        55.1929        57.0356
       999        55.1929          55.53
      1000        55.1929        56.3363
