#     GEN:            L2:          <L2>:
         1        1997.79        2692.21
         2        1887.84        2450.68
         3        1709.49        2227.19
         4        1682.43        2047.32
         5        1589.29        1890.41
         6        1513.82        1762.42
         7        1378.38        1671.34
         8        1265.92        1583.58
         9        1197.68        1480.55
        10        1179.43        1374.39
        11        1108.31           1297
        12        1076.16        1241.12
        13        1022.91        1190.07
        14        982.552        1138.71
        15        965.609        1094.23
        16        933.189        1052.46
        17        914.588        1017.38
        18        892.346         990.21
        19        864.186        965.844
        20         832.17        940.308
        21        809.928        915.746
        22        786.467         889.98
        23        754.395        864.349
        24        737.314        834.639
        25        713.383        809.001
        26        689.496        782.654
        27        657.349        756.787
        28        636.265        733.163
        29        606.469        709.786
        30        590.612        681.385
        31        570.172        656.719
        32        550.417        631.218
        33        539.746        610.492
        34        519.991        590.358
        35        513.391        568.213
        36        493.422        549.236
        37        473.826        534.455
        38        463.264        518.808
        39        452.331        503.291
        40        439.732        493.733
        41        414.832        485.894
        42        411.657        479.175
        43        407.789        469.692
        44        400.181        461.953
        45        390.599        449.978
        46         384.51        435.073
        47        380.431        418.737
        48        376.814        408.848
        49         372.81        404.231
        50        366.316        402.041
        51        359.619        398.291
        52        356.584        394.556
        53        329.881        392.401
        54        323.184        386.735
        55        318.718        380.459
        56        316.055        368.364
        57         313.27        352.826
        58        307.635        342.559
        59        301.586        335.349
        60        292.528        328.462
        61        285.041         325.03
        62        282.576        322.082
        63        282.576        318.594
        64        279.047        313.746
        65        275.676        306.213
        66        273.511        299.317
        67        270.661        292.739
        68        264.308        287.949
        69        260.551         284.72
        70        254.491        280.846
        71        253.136        276.207
        72        246.413        268.585
        73        242.683        262.316
        74        234.158        256.118
        75        231.878        252.153
        76        230.089        247.384
        77        226.619        244.045
        78        222.021        240.425
        79        219.617         236.63
        80         211.69        231.653
        81        209.285        227.423
        82        206.223        222.739
        83          202.8        219.451
        84        199.412        216.516
        85        196.141        210.777
        86        195.044        207.144
        87        192.752        203.718
        88        188.045        201.195
        89        184.834        200.171
        90        179.469        197.943
        91        174.644        194.434
        92        174.644        189.701
        93        172.321        184.795
        94        172.321        180.423
        95        170.088        177.351
        96        166.541        176.413
        97        153.981        178.857
        98        151.023        185.965
        99        151.008        194.705
       100        148.214        192.755
       101        147.328        182.232
       102        146.182        167.624
       103        143.003        160.524
       104        143.003        155.411
       105        141.287        150.623
       106        140.147        148.617
       107        138.412        146.993
       108        136.819        146.098
       109        135.018         146.26
       110         131.59        145.075
       111        126.657        142.524
       112        126.265        139.237
       113        123.856        135.586
       114         122.01        132.226
       115        120.839        129.096
