#     GEN:            L2:          <L2>:
       255        56.9722        57.3031
       256        56.9722        57.5712
       257        56.9722        57.5082
       258        56.8987        57.6127
       259        56.8987        57.2469
       260        56.8987        57.3855
       261        56.8655        57.2457
       262        56.8655        57.5696
       263        56.8655        57.5007
       264        56.8655        57.4494
       265        56.8655        57.5904
       266        56.8655        57.6313
       267        56.8655        57.2643
       268        56.8655         57.699
       269        56.8655        57.3017
       270        56.8655        57.4443
       271        56.8655         57.417
       272        56.8655        57.5973
       273        56.8655        57.2877
       274        56.8655        57.6108
       275        56.8655        57.7582
       276        56.8655        57.5348
       277        56.8655        57.1782
       278        56.8655        56.9984
       279        56.8655        57.0469
       280        56.8655        57.0972
       281        56.8655        56.9214
       282        56.8655        56.8747
       283        56.8655        57.2173
       284        56.8655        57.5958
       285        56.8655        57.5256
       286        56.8655        57.1526
       287        56.8655        56.9937
       288        56.8655        56.9251
       289        56.8655        57.0029
       290        56.8655         57.211
       291        56.8655        57.1626
       292        56.8655        56.9817
       293        56.8655        57.0755
       294        56.8655         57.133
       295        56.8655        57.3169
       296        56.8655        57.3189
       297        56.8655        57.4607
       298        56.8655        57.5187
       299        56.8655        57.3217
       300        56.8655        57.2884
       301        56.8655        57.1808
       302        56.8655         57.369
       303        56.8655         57.364
       304        56.8655        57.3713
       305        56.8655        57.3308
       306        56.8655        57.1055
       307        56.8655        57.5306
       308        56.8655        57.5172
       309        56.8655        57.2662
       310        56.8655        57.2117
       311        56.8655        57.2078
       312        56.8655         57.277
       313        56.8655        57.5759
       314        56.8655        57.2625
       315        56.8655         57.294
       316        56.8655        57.3002
       317        56.8655        57.0343
       318        56.8655        57.1371
       319        56.8655         57.092
       320        56.8655        57.1596
       321        56.8655        57.3777
       322        56.8655        57.1626
       323        56.8655        57.5136
       324        56.8655        57.5892
       325        56.8655        57.3495
       326        56.8655        57.1492
       327        56.8655        57.1883
       328        56.8655         57.251
       329        56.8655         57.434
       330        56.8655        57.2802
       331        56.8655        57.1525
       332        56.8655        56.9828
       333        56.8655        57.1425
       334        56.8655        57.0098
       335        56.8655        57.0589
       336        56.8655        57.0333
       337        56.8655        57.1637
       338        56.8655        57.5402
       339        56.8655        57.4715
       340        56.8655        57.5052
       341        56.8655        57.2385
       342        56.8655         57.268
       343        56.8655        57.4709
       344        56.8655        57.2093
       345        56.8655        57.1135
       346        56.8655        57.1628
       347        56.8655        57.2297
       348        56.8655        57.0845
       349        56.8655        57.4423
       350        56.8655        57.4726
       351        56.8655        57.2676
       352        56.8655        57.1651
       353        56.8655        57.1313
       354        56.8655        57.1713
       355        56.8655        57.1986
       356         56.831        57.1291
       357         56.831        57.2033
       358         56.831        57.1549
       359         56.831         56.957
       360         56.831        56.9955
       361         56.831        57.0535
       362         56.831         57.216
       363         56.831        57.6596
       364         56.831        57.8702
       365         56.831         57.449
       366         56.831        57.4606
       367         56.831         57.435
       368         56.831        57.2492
       369         56.831        57.2579
       370         56.831        57.2718
       371         56.831         57.126
       372         56.831        57.2369
       373         56.831        57.4153
       374         56.831        57.0494
       375         56.831        57.1281
       376         56.831        57.1788
       377         56.831        57.0607
       378         56.831        56.8801
       379         56.831        56.9913
       380         56.831        57.0286
       381         56.831        57.1373
       382         56.831        57.3068
       383         56.831        57.3308
       384         56.831        57.2814
       385         56.831        57.1571
       386         56.831        57.2656
       387         56.831        57.3877
       388         56.831        56.9992
       389         56.831        57.1359
       390         56.831        57.0724
       391         56.831        57.1544
       392         56.831        57.0302
       393         56.831        57.2736
       394         56.831        57.2483
       395         56.831        57.3632
       396         56.831        57.4909
       397         56.831        57.1324
       398         56.831        57.2341
       399         56.831        57.2918
       400         56.831        57.2224
       401        56.5709        57.2757
       402        56.5709        57.2357
       403        56.5709        57.1951
       404        56.5709        57.2328
       405        56.5709        57.0547
       406        56.5709        57.2497
       407        56.5709        56.9104
       408        56.5709        56.7755
       409        56.5709        56.8649
       410        56.5709        56.9378
       411        56.5709        57.2649
       412        56.5709        56.9046
       413        56.5709        56.9632
       414        56.5709        56.8741
       415        56.5709        56.7015
       416        56.5709        56.6012
       417        56.5709        56.8085
       418        56.2821        56.7944
       419        56.2821         57.085
       420        56.2821        57.1292
       421        56.2821         57.217
       422        56.2821        56.9932
       423        56.2821        56.7292
       424        56.2821        56.6786
       425        56.2821         56.539
       426        56.2821        56.5386
       427        56.2821        56.7572
       428        56.2821        56.7041
       429        56.2821        56.7392
       430        56.2821        56.5623
       431        56.2821        56.7788
       432        56.2821        56.8387
       433        56.2821        56.5855
       434        56.2821        56.8641
       435        56.2821        56.5964
       436        56.2821         56.566
       437        56.2821        56.7707
       438        56.2821        56.6743
       439        56.2821        56.5989
       440        56.2821        56.6338
       441        56.2821        56.5234
       442        56.2821        56.3733
       443        56.2821        56.3874
       444        56.2821        56.5234
       445        56.2821        56.4483
       446        56.2821        56.4736
       447        56.2821        56.4045
       448        56.2821        56.5204
       449        56.2821        56.8174
       450        56.2821        56.7154
       451        56.2821        56.4718
       452        56.2821        56.6015
       453        56.2821        56.4153
       454        56.2821        56.5435
       455        56.2821         56.402
       456        56.2821        56.4059
       457        56.2821        56.5355
       458        56.2821        56.5847
       459        56.2821        56.5974
       460        56.2821        56.5159
       461        56.2821        56.5934
       462        56.2821        56.5713
       463        56.2821        56.9065
       464        56.2821        56.6693
       465        56.2821        56.6599
       466        56.2821         56.429
       467        56.2821        56.5132
       468        56.2821        56.4468
       469        56.2821         56.364
       470        56.2821        56.5169
       471        56.2821        56.7182
       472        56.2821        56.6912
       473        56.2821        56.6062
       474        56.2821        56.6759
       475        56.2821        56.5494
       476        56.2821        56.9674
       477        56.2821        56.7243
       478        56.2821        56.7225
       479        56.2821        56.5079
       480        56.2821        56.6727
       481        56.2821         56.745
       482        56.2821        56.5629
       483        56.2821        56.5418
       484        56.2821        56.6278
       485        56.2821        56.6005
       486        56.2821        56.4931
       487        56.2821        56.5113
       488        56.2821        56.6064
       489        56.2821        56.4615
       490        56.2821        56.5176
       491        56.2821        56.7839
       492        56.2821        56.6202
       493        56.2821        56.7589
       494        56.2821        56.7111
       495        56.2821        56.8794
       496        56.2821        56.4557
       497        56.2821        56.6985
       498        56.2821        56.5626
       499        56.2821        56.6185
       500        56.2821        56.7195
       501        56.2821        57.1958
       502        56.2821        56.8592
       503        56.2821        56.5777
       504        56.2821        56.5858
       505        56.2821        57.1321
       506        56.2821        56.6931
       507        56.2821        56.6183
       508        56.2821        56.5055
       509        56.2821        56.7017
       510        56.2821        56.8975
       511        56.2821        56.7471
       512        56.2821        56.5548
       513        56.2821        56.6953
       514        56.2821        56.8477
       515        56.2821        56.7071
       516        56.2821        56.4094
       517        56.2821        56.4316
       518        56.2821        56.6724
       519        56.2821        56.8403
       520        56.2821        56.5349
       521        56.2229        56.7141
       522        56.2229        56.8889
       523        56.1424        56.8658
       524        56.0831        56.9804
       525        56.0831        57.2796
       526        56.0831        57.9077
       527        56.0831        57.5337
       528        56.0831        56.7398
       529        56.0831        56.4429
       530        56.0831        56.3367
       531        56.0831        56.6099
       532        56.0831        56.9074
       533        56.0831        56.8292
       534        56.0831        56.8423
       535        56.0831        56.2379
       536        56.0831         56.227
       537        56.0831         56.456
       538        56.0831        56.3271
       539        56.0831         56.485
       540        56.0831        56.5304
       541        56.0831        56.4672
       542        56.0831        56.4908
       543        56.0831        56.4184
       544        56.0831          56.74
       545        56.0831        56.6976
       546        56.0831         56.893
       547        56.0831        56.6174
       548        56.0831        56.5989
       549        56.0831        57.3348
       550        56.0831        56.7546
       551        56.0831        57.1391
       552        56.0831        56.4692
       553        56.0831        56.5253
       554        56.0831        56.6563
       555        56.0831        56.7088
       556        56.0831        57.0145
       557        56.0831        56.8951
       558        56.0831        56.6498
       559        56.0831        56.6325
       560        56.0831        56.4209
       561        56.0831        56.5537
       562        56.0831        56.6526
       563        56.0831        56.7611
       564        56.0831        56.5342
       565        56.0831         56.825
       566        56.0831        56.6078
       567        56.0831        56.5941
       568        56.0831        56.3245
       569        56.0831        56.6433
       570        56.0831        56.2366
       571        56.0831        56.5371
       572        56.0831        56.3248
       573        56.0831        56.4047
       574        56.0831        56.5612
       575        56.0831        56.3263
       576        56.0831        56.4313
       577        56.0831        56.2729
       578        56.0831        56.5536
       579        56.0831        56.2792
       580        56.0831        56.3224
       581        56.0831        56.6093
       582        56.0831        56.5985
       583        56.0831        56.3936
       584        56.0831        56.6493
       585        56.0831        56.6557
       586        56.0831        56.4465
       587        56.0831        56.3164
       588        56.0831        56.3495
       589        56.0831        56.3095
       590        56.0831        56.4371
       591        56.0831        56.4627
       592        56.0831        56.5136
       593        56.0831        56.9514
       594        56.0831        56.5473
       595        56.0831        56.2949
       596        56.0831         56.275
       597        56.0831        56.2423
       598        56.0831        56.1761
       599        56.0831        56.5269
       600        56.0831        56.6431
       601        56.0831        56.5111
       602        55.9814        56.4722
       603        55.9814        56.5854
       604        55.9814        56.8595
       605        55.7639        56.4918
       606        55.6622         56.418
       607        55.6622        56.4889
       608        55.1498        56.4484
       609        55.1498        55.9859
       610        55.1498        55.9887
       611        55.1498        55.9101
       612        55.1498        55.8145
       613        55.1498        55.5852
       614        55.1498         55.405
       615        55.1498        55.4334
       616        55.1498        55.2547
       617        55.1498        55.1938
       618        55.1498        55.1797
       619        55.1498        55.2745
       620        55.1498        55.6329
       621        55.1498         55.864
       622        55.1498        55.7365
       623        55.1498        55.3392
       624        55.1498        55.4125
       625        55.1498         55.315
       626        55.1498         55.283
       627        55.1498        55.1895
       628        55.1498         55.477
       629        55.1498        55.8846
       630        55.1498        55.8907
       631        55.1498        55.5307
       632        55.1498        55.6534
       633        55.1498        55.5276
       634        55.1498        55.4401
       635        55.1498        55.2507
       636        55.1498        55.4393
       637        55.1498        55.8084
       638        55.1498        55.9246
       639        55.1498        55.8836
       640        55.1498        56.2997
       641        55.1498        55.8434
       642        55.1498        55.7826
       643        55.1498        55.7626
       644        55.1498        55.6029
       645        55.1498        55.6091
       646        55.1498        55.5578
       647        55.1498         55.428
       648        55.1498        55.2889
       649        55.1498        55.4221
       650        55.1498        55.5756
       651        55.1498         55.502
       652        55.1498        55.5134
       653        55.1498        55.6127
       654        55.1498        56.0112
       655        55.1498        55.6271
       656        55.1498        55.6555
       657        55.1498        55.6818
       658        55.1498        55.6366
       659        55.1498        55.4404
       660        55.1498        55.3227
       661        55.1498         55.414
       662        55.1498        55.4974
       663        55.1498        55.6112
       664        55.1498        55.6082
       665        55.1498        55.5162
       666        55.1498        55.2469
       667        55.1498        55.4493
       668        55.1498        55.4305
       669        55.1498        55.2714
       670        54.9735        55.2897
       671        54.9735         55.429
       672        54.9735        55.6212
       673        54.9735        55.5981
       674        54.9735        55.2887
       675        54.9735        55.4471
       676        54.9735        55.4525
       677        54.9735        55.4162
       678        54.9735        55.5003
       679        54.9735        55.6032
       680        54.9735        55.4072
       681        54.9735        55.6244
       682        54.9735        55.2789
       683        54.9735        55.5668
       684        54.9735        56.0521
       685        54.9735        55.4151
       686        54.9735        55.5292
       687        54.9735        55.2017
       688        54.9735        55.1651
       689        54.9735        55.1707
       690        54.9735        55.0993
       691        54.9735        55.2236
       692        54.9735        55.4031
       693        54.9735        55.1907
       694        54.9735        55.1872
       695        54.9735        55.0943
       696        54.9735        55.1204
       697        54.9735        55.1296
       698        54.9735        55.1053
       699        54.9735        55.2304
       700        54.9735         55.397
       701        54.9735        55.1529
       702        54.9735         55.292
       703        54.9735        55.2078
       704        54.9735        55.1033
       705        54.9735        55.1227
       706        54.9735        55.3666
       707        54.9735        55.0522
       708        54.9735        55.3309
       709        54.9735        55.2998
       710        54.9735          55.28
       711        54.9735        55.2407
       712        54.9735        55.2825
       713        54.9735        55.3696
       714        54.9735        55.3423
       715        54.9735        55.3436
       716        54.9735        55.6236
       717        54.9735        55.6124
       718        54.9735        55.4609
       719        54.9735        55.3269
       720        54.9735        55.2557
       721        54.9735        55.5948
       722        54.9735        55.6251
       723        54.9735        55.9065
       724        54.9735        55.5424
       725        54.9735        55.6668
       726        54.9735        55.8177
       727        54.9735        55.6566
       728        54.9735        55.2211
       729        54.9735        55.3045
       730        54.9735        55.3709
       731        54.9735        55.2717
       732        54.9735        55.2198
       733        54.9735        55.5542
       734        54.9735        55.6555
       735        54.9735        55.3865
       736        54.9735        55.1226
       737        54.9735        55.2213
       738        54.9735        55.2839
       739        54.9735         55.232
       740        54.9735        55.3303
       741        54.9735        55.4084
       742        54.9735        55.4847
       743        54.9735        55.2106
       744        54.9735        55.3402
       745        54.9735        55.4513
       746        54.9735        55.2171
       747        54.9735          55.28
       748        54.9735        55.2297
       749        54.9735        55.1501
       750        54.9735        55.1953
       751        54.9735        55.4846
       752        54.9735        55.5554
       753        54.9735        55.3939
       754        54.9735        55.2885
       755        54.9735        55.6966
       756        54.9735        55.3967
       757        54.9735        55.4796
       758        54.9735        55.2429
       759        54.9735        55.2441
       760        54.9735         55.389
       761        54.9735          55.42
       762        54.9735        55.3275
       763        54.9735        55.4777
       764        54.9735        55.1591
       765        54.9735         55.365
       766        54.9735        55.4532
       767        54.9735        55.1648
       768        54.9735        55.4103
       769        54.9735        55.2016
       770        54.9735        55.4213
       771        54.9735        55.6166
       772        54.9735        55.6047
       773        54.9735         55.283
       774        54.9735        55.3036
       775        54.9735        55.1671
       776        54.9735        55.3857
       777        54.9735         55.243
       778        54.9735        55.1821
       779        54.9735        55.1523
       780        54.9735        55.1063
       781        54.9735        55.0926
       782        54.9735        55.1598
       783        54.9735        55.2408
       784        54.9735        55.4328
       785        54.9735        55.3997
       786        54.9735         55.347
       787        54.9735        55.5869
       788        54.9735        55.5962
       789        54.9735         55.923
       790        54.9735        55.3574
       791        54.9735        55.3496
       792        54.9735        55.3689
       793        54.9735        55.5212
       794        54.9735        55.2916
       795        54.9735        55.2259
       796        54.9735        55.2898
       797        54.9735        55.5728
       798        54.9735        55.4934
       799        54.9735        55.8222
       800        54.9735        55.7934
       801        54.9735        55.4404
       802        54.9735        55.5047
       803        54.9735        55.2691
       804        54.9735        55.4567
       805        54.9735        55.4132
       806        54.9735        55.1741
       807        54.9735        55.1977
       808        54.9735        55.4711
       809        54.9735        55.1942
       810        54.9735        55.3737
       811        54.9735        55.3915
       812        54.9735        55.4182
       813        54.9735        55.6628
       814        54.9735        56.1035
       815        54.9735         55.534
       816        54.9735        55.2711
       817        54.9735        55.3943
       818        54.9735        55.3665
       819        54.9735         55.707
       820        54.9735        55.8802
       821        54.9735        56.1179
       822        54.9735        55.5363
       823        54.9735        55.6952
       824        54.9735        55.5772
       825        54.9735        55.6751
       826        54.9735        55.2858
       827        54.9735        55.3788
       828        54.9735        55.4517
       829        54.9735         55.345
       830        54.9735         55.301
       831        54.9735        55.2805
       832        54.9735        55.2966
       833        54.9735        55.4602
       834        54.9735        55.4203
       835        54.9735        55.2592
       836        54.9735        55.3251
       837        54.9735        55.2715
       838        54.9735        55.1432
       839        54.9735        55.2523
       840        54.9735        55.7108
       841        54.9735        55.7047
       842        54.9735        55.5577
       843        54.9735        55.3034
       844        54.9735         55.441
       845        54.9735        55.4962
       846        54.9735        55.6004
       847        54.9735        55.7027
       848        54.9735        55.2786
       849        54.9735        55.2774
       850        54.9735        55.1684
       851        54.9735         55.234
       852        54.9735        55.5271
       853        54.9735        55.2794
       854        54.9735        55.6009
       855        54.9735        55.5286
       856        54.9735          55.62
       857        54.9735        55.4427
       858        54.9735        55.2407
       859        54.9735         55.324
       860        54.9735        55.3847
       861        54.9735        55.7433
       862        54.9735        55.4767
       863        54.9735        55.4895
       864        54.9735        55.3119
       865        54.9735        55.4897
       866        54.9735        55.8066
       867        54.9735        55.8174
       868        54.9735        55.4128
       869        54.9735          55.87
       870        54.9735        55.9469
       871        54.9735        56.4611
       872        54.9735        55.8044
       873        54.9735        55.6162
       874        54.9735        55.3334
       875        54.9735        55.2676
       876        54.9735        55.0776
       877        54.9735        55.1855
       878        54.9735        55.1418
       879        54.9735        55.3529
       880        54.9735        55.4792
       881        54.9735        55.5574
       882        54.9735        55.5857
       883        54.9735        55.0555
       884        54.9735        55.1953
       885        54.9735        55.2984
       886        54.9735        55.3764
       887        54.9735        55.0843
       888        54.9735        55.1564
       889        54.9735        55.1969
       890        54.9735         55.549
       891        54.9735        55.5808
       892        54.9735        55.2171
       893        54.9735         55.158
       894        54.9735         55.409
       895        54.9735        55.4114
       896        54.9735        55.3051
       897        54.9735        55.2426
       898        54.9735        55.2154
       899        54.9735        55.2103
       900        54.9735        55.1734
       901        54.9735        55.1731
       902        54.9735        55.1667
       903        54.9735        55.3048
       904        54.9735        55.7124
       905        54.9735        55.6511
       906        54.9735        55.5799
       907        54.9735        55.3824
       908        54.9735        55.1442
       909        54.9735        55.1599
       910        54.9735         55.345
       911        54.9735        55.8453
       912        54.9735        55.8768
       913        54.9735        56.3627
       914        54.9735        56.1322
       915        54.9735        55.4724
       916        54.9735        55.2883
       917        54.9735        55.3879
       918        54.9735        55.5223
       919        54.9735        55.2543
       920        54.9735        55.2626
       921        54.9735        55.1766
       922        54.9735        55.1187
       923        54.9735        55.1581
       924        54.9735        55.3077
       925        54.9735          55.18
       926        54.9735        55.1914
       927        54.9735        55.1028
       928        54.9735         55.152
       929        54.9735         55.205
       930        54.9735        55.4679
       931        54.9735        55.3727
       932        54.9735        55.1048
       933        54.9735        55.2433
       934        54.9735        55.2756
       935        54.9735        55.3182
       936        54.9735        55.1538
       937        54.9735        55.3852
       938        54.9735        55.2959
       939        54.9735        55.3868
       940        54.9735        55.1157
       941        54.9735        55.1734
       942        54.9735         55.552
       943        54.9735        55.2893
       944        54.9735         55.634
       945        54.9735        55.4295
       946        54.9735        55.3515
       947        54.9735        55.1545
       948        54.9735        55.6886
       949        54.9735        55.7259
       950        54.9735        55.7871
       951        54.9735         55.594
       952        54.9735        55.4219
       953        54.9735        55.8917
       954        54.9735        55.7527
       955        54.9735        56.0313
       956        54.9735          55.88
       957        54.9735        55.8263
       958        54.9735        55.8679
       959        54.9735        55.7495
       960        54.9735         55.802
       961        54.9735        55.2169
       962        54.9735        55.1728
       963        54.9735        55.4739
       964        54.9735        55.4238
       965        54.9735        55.2433
       966        54.9735        55.5623
       967        54.9735        55.3513
       968        54.9735        55.3359
       969        54.9735        55.4856
       970        54.9735        55.4101
       971        54.9735        55.1941
       972        54.9735        55.6643
       973        54.9735        56.0253
       974        54.9735        55.4597
       975        54.9735        55.4226
       976        54.9735        55.4024
       977        54.9735        55.3806
       978        54.9735        55.4045
       979        54.9735        55.1771
       980        54.9735        55.2598
       981        54.9735        55.3243
       982        54.9735        55.3834
       983        54.9735        55.3225
       984        54.9735        55.2994
       985        54.9735        55.1716
       986        54.9735        55.2056
       987        54.9735        55.1036
       988        54.9735        55.2388
       989        54.9735        55.2879
       990        54.9735        55.5193
       991        54.9735        55.9041
       992        54.9735        55.8762
       993        54.9735        55.6477
       994        54.9735        55.5766
       995        54.9735         55.556
       996        54.9735        55.3334
       997        54.9735        55.3212
       998        54.9735        55.1627
       999        54.9735        55.2934
      1000        54.9735        55.6308
