#     GEN:            L2:          <L2>:
       367        64.5461        65.3023
       368        64.5461        65.0879
       369        64.5461         65.311
       370        64.5461        65.5499
       371        64.5461        65.0671
       372        64.5461         65.118
       373        64.5461        64.9344
       374        64.5461        65.0143
       375        64.5461         65.073
       376        64.5461        64.9697
       377        64.5461        65.1848
       378        64.5461        65.0084
       379        64.5461        65.2916
       380        64.5461        65.0854
       381        64.5461        65.1605
       382        64.0035        64.9806
       383        64.0035        64.7498
       384        64.0035        65.2219
       385        64.0035        64.9922
       386        64.0035        64.5753
       387        64.0035        64.3599
       388        64.0035        64.3714
       389        64.0035        64.5048
       390        64.0035        64.4889
       391        64.0035        64.5223
       392        64.0035         64.426
       393        64.0035        64.6348
       394        64.0035        64.9055
       395        64.0035         64.456
       396        64.0035         64.183
       397        64.0035        64.2733
       398        64.0035        64.3436
       399        64.0035         64.148
       400        64.0035        64.1047
       401        64.0035        64.4818
       402        64.0035        64.5695
       403        64.0035        64.5998
       404        64.0035         64.832
       405        64.0035        64.3172
       406        64.0035        64.2437
       407        64.0035        64.2025
       408        64.0035        64.5694
       409        64.0035        64.6846
       410        64.0035        64.2194
       411        64.0035        64.5055
       412        64.0035         64.744
       413        64.0035        64.5686
       414        64.0035        64.7111
       415        64.0035        64.4564
       416        64.0035        64.6235
       417        64.0035        64.2769
       418        64.0035        64.3711
       419        64.0035        64.4965
       420        64.0035        64.3165
       421        64.0035        64.1432
       422        64.0035        64.1368
       423        64.0035        64.3391
       424        64.0035        64.7362
       425        64.0035        64.5822
       426        64.0035        64.4947
       427        64.0035        64.3773
       428        64.0035        64.5335
       429        64.0035        64.5878
       430        64.0035        64.6606
       431        64.0035        64.5933
       432        64.0035         64.566
       433        64.0035        64.5493
       434        64.0035        64.6411
       435        64.0035        64.3487
       436        64.0035        64.2717
       437        64.0035        64.2307
       438        64.0035         64.352
       439        64.0035        64.5928
       440        64.0035         64.955
       441        64.0035        64.6483
       442        64.0035        64.6687
       443        64.0035        64.5858
       444        64.0035        64.4672
       445        64.0035          64.61
       446        64.0035        64.4337
       447        64.0035        64.2558
       448        64.0035        64.3267
       449        64.0035        64.5343
       450        64.0035        64.6653
       451        64.0035        64.5064
       452        64.0035        64.4581
       453        64.0035        64.3296
       454        64.0035        64.2504
       455        64.0035        64.2683
       456        64.0035        64.3045
       457        64.0035        64.2289
       458        64.0035        64.1864
       459        64.0035        64.6636
       460        64.0035        64.3044
       461        64.0035        65.3477
       462        64.0035        64.6049
       463        64.0035        64.1704
       464        64.0035         64.311
       465        64.0035        64.5605
       466        64.0035        64.2474
       467        64.0035        64.4413
       468        64.0035         64.247
       469        64.0035        64.1515
       470        64.0035        64.2432
       471        64.0035        64.5608
       472        64.0035        64.2442
       473        64.0035        64.1718
       474        64.0035        64.3929
       475        64.0035        64.2603
       476        64.0035        64.4065
       477        64.0035        64.4997
       478        64.0035        64.2686
       479        64.0035         64.405
       480        64.0035        64.4883
       481        64.0035        65.0193
       482        64.0035         64.488
       483        64.0035        64.5087
       484        64.0035        64.5913
       485        64.0035        64.5814
       486        64.0035        64.3562
       487        64.0035        64.4793
       488        64.0035        64.2911
       489        64.0035        64.4382
       490        64.0035        64.6738
       491        64.0035        64.6114
       492        64.0035        64.5443
       493        64.0035        64.5271
       494        64.0035        64.5961
       495        64.0035        64.8391
       496        64.0035        64.5247
       497        64.0035        64.7184
       498        64.0035         64.489
       499        64.0035        64.2318
       500        64.0035        64.1655
       501        64.0035        64.3293
       502        64.0035        64.3709
       503        63.9752        64.4377
       504        63.9752        64.6231
       505        63.9752        64.2963
       506        63.9752        64.1057
       507        63.9752        64.2436
       508        63.9752        64.0801
       509        63.9752        64.2007
       510        63.9752        64.1203
       511        63.9752        64.0556
       512        63.9752        64.2063
       513        63.9752        64.7088
       514        63.9752        64.4674
       515        63.9752        64.3472
       516        63.9752        64.3804
       517        63.9752        64.1823
       518        63.9752        64.3901
       519        63.9752        64.3948
       520        63.9752        64.1539
       521        63.9752        64.1506
       522        63.9752        64.2103
       523        63.9752         64.273
       524        63.9752        64.1915
       525        63.9752        64.2549
       526        63.9752        64.3667
       527        63.9752        64.5003
       528        63.9752        64.8714
       529        63.9752        64.4788
       530        63.9752        64.3424
       531        63.9752        64.3837
       532        63.9752        64.5733
       533        63.9752        64.4013
       534        63.9752         64.226
       535        63.9752         64.713
       536        63.9752        64.6871
       537        63.9752        64.7927
       538        63.9752        64.6953
       539        63.9752        64.7948
       540        63.9752        64.5556
       541        63.9752        64.4129
       542        63.9752        64.6767
       543        63.9752        64.5946
       544        63.9752         65.077
       545        63.9752        64.6163
       546        63.9752        64.3746
       547        63.9752        64.3693
       548        63.9752        64.1717
       549        63.9752        64.3094
       550        63.9752         64.467
       551        63.9752        64.3006
       552        63.9752        64.4107
       553        63.9752        64.2008
       554        63.9752          64.05
       555        63.9752        64.1187
       556        63.9752        64.2355
       557        63.9752        64.3249
       558        63.9752        64.3156
       559        63.9752         64.416
       560        63.9752         64.742
       561        63.9752        64.7247
       562        63.9752        64.9825
       563        63.9752        64.9005
       564        63.9752        64.9835
       565        63.9752        64.7711
       566        63.9752        64.3372
       567        63.9752        64.4756
       568        63.9752        64.1171
       569        63.9752        64.1655
       570        63.9752        64.2143
       571        63.9752        64.1719
       572        63.9752        64.2846
       573        63.9752        64.3573
       574        63.9752        64.0731
       575        63.9752        64.3234
       576        63.9752        64.4242
       577        63.9752        64.3986
       578        63.9752        64.2738
       579        63.9752        64.5007
       580        63.9752        64.1567
       581        63.9752        64.2518
       582        63.9752        64.6569
       583        63.9752        64.9103
       584        63.9752        64.4118
       585        63.9752        64.1647
       586        63.9752         64.379
       587        63.9752        64.3895
       588        63.9752        64.6394
       589        63.9752        64.5326
       590        63.9752        64.2669
       591        63.9752        64.6961
       592        63.9752        64.3178
       593        63.9752        64.5415
       594        63.9752        64.2212
       595        63.9752        64.5001
       596        63.9752        64.3172
       597        63.9752        64.1617
       598        63.9752        64.0824
       599        63.9752        63.9919
       600        63.9752        64.1026
       601        63.9752        64.1924
       602        63.9752        64.0921
       603        63.9752         64.396
       604        63.9752        64.6034
       605        63.9752        64.7878
       606        63.9752        64.4719
       607        63.9752        64.6592
       608        63.9752        64.5234
       609        63.9752        64.3904
       610        63.9752        64.7351
       611        63.9752        64.5557
       612        63.9752        64.8104
       613        63.9752        64.5237
       614        63.9752        64.3537
       615        63.9752        64.3889
       616        63.9752        64.3321
       617        63.9752         64.593
       618        63.9578        64.5095
       619        63.9578        64.3264
       620        63.9578        64.4347
       621        63.9578        64.4049
       622        63.9578        64.4515
       623        63.9578         64.432
       624        63.9578        64.6446
       625        63.9578        64.3632
       626        63.9578        64.6368
       627        63.9578        64.2526
       628        63.9578        64.3719
       629        63.9578         64.376
       630        63.9578        64.2384
       631        63.9578        64.0469
       632        63.9304        64.3069
       633        63.9304        64.3844
       634        63.9304        64.5566
       635        63.9304         64.468
       636        63.9304        64.6307
       637        63.9304         64.622
       638        63.9304        64.1363
       639        63.9304        64.0862
       640        63.9304        64.1662
       641        63.9304        64.3846
       642        63.9304        64.3136
       643        63.9304        64.3558
       644        63.9304        64.3324
       645        63.9304         64.431
       646        63.9304        64.1348
       647        63.9304        64.3675
       648        63.9304        64.1648
       649        63.9304        64.3671
       650        63.9304        64.4829
       651        63.9304        64.2463
       652        63.9304        64.2558
       653        63.9304        64.3212
       654        63.9304        64.3871
       655        63.9304        64.2803
       656        63.9304        64.2746
       657        63.9304        64.1763
       658        63.9304        64.6773
       659        63.9304        64.3417
       660        63.9304        64.3892
       661        63.9304          64.38
       662        63.9304        64.4226
       663        63.9304         64.313
       664        63.9304         64.466
       665        63.9304        64.2401
       666        63.9304        64.0202
       667        63.9304        64.0374
       668        63.9304        64.1147
       669        63.9304        64.6295
       670        63.9304        64.6609
       671        63.9304        64.4178
       672        63.9304        64.3355
       673        63.9304         64.263
       674        63.9304        64.1814
       675        63.9304         64.165
       676        63.9304        64.0324
       677        63.9304        64.1384
       678        63.9304        64.2275
       679        63.9304        64.5809
       680        63.9304        64.1077
       681        63.9304        64.1549
       682        63.9304        64.1569
       683        63.9304        64.1542
       684        63.9304        64.5221
       685        63.9304        64.6253
       686        63.9304        64.7559
       687        63.9304        64.7816
       688        63.9304        64.8709
       689        63.9304        64.7412
       690        63.9304        64.6443
       691        63.9304        64.5386
       692        63.9304        64.2851
       693        63.9304        64.2668
       694        63.9304        64.3739
       695        63.9304        64.5438
       696        63.9304        64.5025
       697        63.9304        64.1914
       698        63.9304        64.1131
       699        63.9304        64.1437
       700        63.9304        64.1715
       701        63.9304        64.0994
       702        63.9304          64.25
       703        63.9304        64.3128
       704        63.9304        64.1419
       705        63.9304        64.1061
       706        63.9304        64.2881
       707        63.9304        64.4177
       708        63.9304        64.1388
       709        63.9304        64.1798
       710        63.9304        64.3815
       711        63.9304        64.4526
       712        63.9304         64.258
       713        63.9304        64.2469
       714        63.9304        64.2021
       715        63.9304        64.4637
       716        63.9304        64.5922
       717        63.9304        64.7995
       718        63.9304        64.7352
       719        63.9304        64.5734
       720        63.9304        64.3232
       721        63.9304        64.3979
       722        63.9304         64.979
       723        63.9304        65.0598
       724        63.9304        64.7206
       725        63.9304        64.4179
       726        63.9304        64.6477
       727        63.9304        64.6927
       728        63.9304        64.5173
       729        63.9304        64.4048
       730        63.9304        64.4712
       731        63.9304        64.4671
       732        63.9304        64.4077
       733        63.9304         64.102
       734        63.9304        64.2885
       735        63.9304        64.5625
       736        63.9304        64.6479
       737        63.9304        64.6546
       738        63.9304        64.5757
       739        63.9304        64.6008
       740        63.9304        64.7458
       741        63.9304        64.5349
       742        63.9304        64.5336
       743        63.9304        64.5261
       744        63.9304        64.3471
       745        63.9304        64.5692
       746        63.9304        64.3722
       747        63.9304        64.3456
       748        63.9304        64.1208
       749        63.9304        64.2924
       750        63.9304        64.2034
       751        63.9304        64.3808
       752        63.9304        64.2809
       753        63.9304        64.3194
       754        63.9304        64.6941
       755        63.9304        64.6073
       756        63.9304        64.4079
       757        63.9304        64.1684
       758        63.9304        64.4283
       759        63.9304        64.5753
       760        63.9304        64.5289
       761        63.9304        64.4548
       762        63.9304        64.1441
       763        63.9304        64.4599
       764        63.9304        64.4197
       765        63.9304         64.116
       766        63.9304        64.0407
       767        63.9304        64.1325
       768        63.9304        64.2683
       769        63.9304        64.3889
       770        63.9304        64.3991
       771        63.9304         64.386
       772        63.9304        64.6304
       773        63.9304        64.6123
       774        63.9304        64.5341
       775        63.9304        64.4089
       776        63.9304        64.4278
       777        63.9304         64.285
       778        63.9304        64.2451
       779        63.9304        64.3772
       780        63.9304        64.7847
       781        63.9304        64.6226
       782        63.9304        64.5431
       783        63.9304        65.0463
       784        63.9304        64.3787
       785        63.9304        64.2191
       786        63.9304        64.1712
       787        63.9304        64.0538
       788        63.9304        64.3078
       789        63.9304        64.6853
       790        63.9304        64.6229
       791        63.9304        64.8951
       792        63.9304        64.4691
       793        63.9304        64.3218
       794        63.9304        64.2005
       795        63.9304        64.3457
       796        63.9304        64.5744
       797        63.9304        64.5152
       798        63.9304        64.5023
       799        63.9304        64.2497
       800        63.9304        64.7788
       801        63.9304        64.4295
       802        63.9304         64.271
       803        63.9304          64.28
       804        63.9304        64.1045
       805        63.9304        64.3947
       806        63.9304        64.4646
       807        63.9304        64.5257
       808        63.9304        64.4082
       809        63.9304        64.6103
       810        63.9304        65.0648
       811        63.9304        64.9421
       812        63.9304        65.0566
       813        63.9304        64.4451
       814        63.9304        64.4329
       815        63.9304        64.9917
       816        63.9304        65.0526
       817        63.9304        64.4139
       818        63.9304        64.5457
       819        63.9304        64.8623
       820        63.9304        64.6626
       821        63.9304         64.343
       822        63.9304        64.7568
       823        63.9304        64.3069
       824        63.9304        64.4363
       825        63.9304        64.1532
       826        63.9304         64.338
       827        63.9304        64.1807
       828        63.9304        64.2566
       829        63.9304        64.2662
       830        63.9304        64.1588
       831        63.9304        64.3389
       832        63.9304        64.5858
       833        63.9304        64.5122
       834        63.9304        64.2603
       835        63.9304         64.154
       836        63.9304        64.0936
       837        63.9304        64.2249
       838        63.9304        64.1642
       839        63.9304        64.0262
       840        63.9304        64.0912
       841        63.9304        64.2337
       842        63.9304        64.3062
       843        63.9304        64.2376
       844        63.9304        64.2782
       845        63.9304        64.0606
       846        63.9304        64.0047
       847        63.9304        64.2475
       848        63.9304        64.2482
       849        63.9304        64.2615
       850        63.9304        64.3027
       851        63.9304        64.0734
       852        63.9304        64.1097
       853        63.9304        64.3974
       854        63.9304        64.5513
       855        63.9304        64.5185
       856        63.9304        64.2589
       857        63.9304        64.0769
       858        63.9304        64.2437
       859        63.9304        64.1163
       860        63.9304         64.001
       861        63.9304        64.1929
       862        63.9304        64.3773
       863        63.9304         64.656
       864        63.9304         64.355
       865        63.9304        64.2349
       866        63.9304        64.1125
       867        63.9304        64.3217
       868        63.9304        64.2026
       869        63.9304        64.3472
       870        63.9304        64.3392
       871        63.9304         64.778
       872        63.9304        64.5619
       873        63.9304        64.5522
       874        63.9304        64.9584
       875        63.9304        64.7793
       876        63.9304        64.3522
       877        63.9304        64.3773
       878        63.9304        64.2381
       879        63.9304        64.3681
       880        63.9304         64.168
       881        63.9304        64.1253
       882        63.9304        64.9723
       883        63.9304        64.3739
       884        63.9304         64.528
       885        63.9304        64.7783
       886        63.9304         64.251
       887        63.9304        64.2519
       888        63.9304        64.2368
       889        63.9304        64.5374
       890        63.9304        64.6567
       891        63.9304        64.2939
       892        63.9304          64.31
       893        63.9304        64.5169
       894        63.9304        64.2346
       895        63.9304         64.295
       896        63.9304        64.3147
       897        63.9304        64.2299
       898        63.9304        64.4314
       899        63.9304        64.3549
       900        63.9304         64.727
       901        63.9304        64.3612
       902        63.9304        64.2832
       903        63.9304        64.1967
       904        63.9304        64.4344
       905        63.9304        64.3065
       906        63.9304        64.3661
       907        63.9304        64.4916
       908        63.9304        64.3675
       909        63.9304        64.3153
       910        63.9304        64.1585
       911        63.9304        64.2177
       912        63.9304        64.7029
       913        63.9304        64.7054
       914        63.9304         64.733
       915        63.9304        64.0979
       916        63.9304        64.1431
       917        63.9304        64.0941
       918        63.9304        64.2366
       919        63.9304        64.2437
       920        63.9304        64.1936
       921        63.9304         64.187
       922        63.9304        64.1856
       923        63.9304         64.375
       924        63.9304        64.0313
       925        63.9304        64.0283
       926        63.9304        64.2163
       927        63.9304        64.1068
       928        63.9304        64.1209
       929        63.9304        64.0605
       930        63.9304        64.1112
       931        63.9304        64.3995
       932        63.9304        64.2182
       933        63.9304         64.221
       934        63.9304        64.0942
       935        63.9304        64.5031
       936        63.9304        64.3081
       937        63.9304        64.2259
       938        63.9304        64.3757
       939        63.9304        64.5975
       940        63.9304        64.1029
       941        63.9304        64.1934
       942        63.9304        64.1049
       943        63.9304        64.1982
       944        63.9304        64.6793
       945        63.9304        64.3442
       946        63.9304        64.8028
       947        63.9304        64.4768
       948        63.9304        64.2467
       949        63.9304        64.4938
       950        63.9304        64.4855
       951        63.9304        64.6532
       952        63.9304         64.725
       953        63.9304         64.828
       954        63.9304        64.4192
       955        63.9304        64.5064
       956        63.9304        64.7469
       957        63.9304        64.5293
       958        63.9304        64.2418
       959        63.9304        64.5142
       960        63.9304        64.5617
       961        63.9304        64.3652
       962        63.9304        64.2915
       963        63.9304        64.1444
       964        63.9304        64.1615
       965        63.9304         64.122
       966        63.6072        64.2105
       967        63.6072        64.5565
       968        63.6072        65.7456
       969        63.6072        68.3422
       970        63.6072        67.2712
       971        63.6072        65.1957
       972        63.6072        65.2401
       973        63.6072        64.1286
       974        63.6072        64.0226
       975        63.6072        64.3423
       976        63.6072        64.0361
       977        63.6072        64.3173
       978        63.6072        65.0088
       979        63.6072        64.5922
       980        63.6072         64.185
       981        63.6072         64.046
       982        63.6072        63.7627
       983        63.6072        63.9168
       984        63.6072        63.8725
       985        63.6072        63.7971
       986        63.6072        64.0593
       987        63.6072        63.9665
       988        63.6072        64.0828
       989        63.6072         64.176
       990        63.6072        63.9191
       991        63.5668        64.0113
       992        63.2273        63.8339
       993        63.2273        63.9985
       994        63.2273        64.0713
       995        63.1889        64.0303
       996        63.1889        64.0437
       997        63.1889        63.7308
       998        63.1889        63.4028
       999        63.1889        63.5079
      1000        63.1889        63.5446
