#     GEN:            L2:          <L2>:
         1        2083.78        2706.38
         2        1882.03        2479.94
         3        1776.32        2282.49
         4        1713.84        2099.12
         5        1640.41        1941.07
         6        1571.69        1827.96
         7        1499.72        1748.37
         8        1457.46        1674.33
         9        1366.42        1606.32
        10        1237.59        1533.63
        11        1198.72        1450.94
        12        1168.29         1358.6
        13        1095.67         1283.2
        14        1058.84         1222.8
        15        1003.73        1168.58
        16        970.139        1113.98
        17        923.488        1064.29
        18        905.355        1023.03
        19         824.88        988.198
        20        803.254        955.479
        21        785.224        922.569
        22        748.574        892.094
        23        736.655        862.021
        24        730.615        830.559
        25        667.859        800.167
        26        657.907        767.517
        27        640.695         737.45
        28        622.618        707.957
        29        610.688        680.478
        30        589.179        658.223
        31        568.222        636.008
        32        546.175        618.119
        33        519.086        604.812
        34        460.127        589.365
        35        443.963        563.486
        36        438.793         529.88
        37        432.941            497
        38        420.373        472.151
        39        403.552        458.942
        40        403.552        448.299
        41        397.949         440.93
        42        392.186        431.808
        43        382.042        420.882
        44        367.048        412.171
        45        359.607        402.243
        46        355.045        392.945
        47         345.53        382.473
        48        339.231        373.779
        49        331.944        367.312
        50        331.037        362.871
        51        326.657        359.819
        52        319.673        358.783
        53        315.286        358.345
        54        308.975        362.901
        55        301.172        367.611
        56        299.939          368.5
        57        299.062        365.138
        58        296.675        361.027
        59        284.907        349.433
        60        279.999        337.274
        61        275.205        326.705
        62        266.557        314.819
        63        256.917        299.794
        64        255.407        290.295
        65         246.64         286.11
        66         246.64        280.563
        67        242.599        274.405
        68        238.805        264.403
        69        234.667        256.863
        70        227.372        252.197
        71         214.55        247.382
        72        212.379        241.675
        73        199.998        234.293
        74        196.271        226.038
        75         196.11        217.899
        76        192.233        209.502
        77        190.023        203.594
        78        186.296         199.23
        79        181.997        195.186
        80        178.612        192.007
        81        175.364        190.693
        82        175.364         192.22
        83        172.373        198.326
        84        169.973        208.873
        85        169.373        212.445
        86        168.802        205.591
        87        166.018        193.202
        88        162.922        183.257
        89        160.008        178.466
        90        158.069        171.382
        91        156.232        168.064
        92        153.552        166.092
        93        152.577        163.973
        94        150.886        161.488
        95        148.463        158.143
        96        146.947        155.144
        97        145.112        152.755
        98        142.287        150.863
        99        141.647        149.238
       100        139.361        147.652
       101        138.418        146.107
       102        136.258        146.071
       103        135.071        149.072
       104        133.539          152.3
       105        132.488        155.236
       106        130.955        156.718
       107        130.955        156.296
       108        129.912        155.473
       109        128.063        146.047
       110         127.48        140.335
       111        126.403        137.844
       112        123.971        135.695
       113        123.366        133.823
       114        121.777         130.02
       115        120.285        127.614
       116        119.846        126.189
       117        118.497        124.518
       118        118.244        123.172
       119        116.894        121.766
       120        115.769        121.329
       121        113.917         120.51
       122        113.465        118.707
       123        113.465        117.884
       124        113.258        120.631
       125        111.856        123.895
       126        111.418        124.658
       127        110.697        125.687
       128         110.29        122.054
       129        109.762        118.979
       130        108.839        115.502
       131        108.483        113.868
       132        105.029        114.084
       133        104.058         114.04
       134        101.159        112.845
       135        101.159         114.24
       136        101.017        116.873
       137        101.017        125.434
       138        101.017        131.597
       139        101.017        124.821
       140        99.5015        115.956
       141        99.5015        108.848
       142        99.5015        106.192
       143        98.5435        105.137
       144        98.0665        102.775
       145        97.8615        102.489
       146        97.4097        102.434
       147        96.4693        102.572
       148        95.9981        101.557
       149        94.5156        100.112
       150        93.6487         99.268
       151        93.1776        97.5481
       152        93.1776        96.4617
       153         92.341        95.5616
       154          91.85        95.3336
       155          91.85        99.3952
       156         91.189        102.751
       157        90.6134        105.771
       158        89.9001        103.795
       159        89.9001        102.731
       160        89.3029        99.3907
       161        88.6181        97.1946
       162        88.6181        95.4353
       163        87.6794        93.4917
       164        86.7843        92.5897
       165        86.7319         90.834
       166        86.6579        89.2269
       167        86.2493        88.3644
       168        86.1387        88.5853
       169        84.2828        92.4651
       170        84.0428        96.2999
       171        83.7807        98.9651
       172        83.6161        100.966
       173        83.2679        97.5553
       174        83.2679        92.9141
       175        82.6804        90.1903
       176        82.2536        88.8086
       177        81.8438        85.5539
       178        81.8438        84.7023
       179        81.2325        88.2033
       180        81.2325        95.7635
       181        80.0642        105.649
       182        80.0642        108.532
       183        80.0642        103.541
       184        80.0642         96.261
       185        80.0314        88.8929
       186        79.9819        84.9221
       187        79.9491         83.785
       188        79.9491        82.1033
       189        79.5006        81.0981
       190        79.0636        81.8924
       191        78.6264        81.2618
       192        78.6264        81.6391
       193        78.6264        88.1845
       194        78.6118        94.5587
       195        78.6118        98.8083
       196        78.6118        101.531
       197        78.6118        101.405
       198        78.6118        101.339
       199         77.717        97.8777
       200        77.6842        90.5627
       201        77.6501        85.3209
       202        77.1662        81.8313
       203        77.1662        81.0106
       204        77.1662        83.9965
       205        77.1662        88.6679
       206        76.8999        92.5625
       207        76.8999        89.7621
       208        76.4773        87.2807
       209        76.4773         82.501
       210        76.4773        79.5474
       211         76.319        78.0515
       212        75.6173        78.7731
       213        75.3005        80.3911
       214        74.4151        83.7747
       215        74.4151        85.5362
       216        74.4151        85.7179
       217        74.3997        82.8835
       218        74.0055        79.6987
       219        74.0055        78.8694
       220        73.5409        82.6602
       221        73.5409        92.3668
       222        73.5409        97.7054
       223        73.5409        98.1606
       224        73.4609        91.2906
       225        72.9284        85.0564
       226        72.9284         79.193
       227        72.7657        77.9048
       228        72.2558        76.3362
       229        72.2421        75.3524
       230        71.9403        74.6496
       231        71.7778        74.5294
       232        71.3591        73.9603
       233        71.0574        72.9427
       234         70.431        72.2476
       235         70.431        71.9044
       236         70.431        71.5558
       237         70.431        71.5848
       238        70.0042        71.2353
       239        70.0042        70.8839
       240        70.0042        70.6466
       241        70.0042        70.3707
       242        69.9889        70.3857
       243        69.2005        70.1775
       244        69.2005        70.2247
       245         69.095        69.9258
       246        68.5234        69.8271
       247        68.4179        69.8462
       248         68.417        69.8279
       249        68.3115        69.5825
       250        68.3115        69.1645
       251        68.3115        68.8606
       252        67.8972        68.7681
       253        67.7917        68.5335
       254         67.747        68.5122
       255        67.6415        69.2335
       256        67.6415         69.047
       257        67.6415        68.9697
       258        67.6415         68.614
       259        67.6415        68.5251
       260         67.448        68.3993
       261         67.448        68.2973
       262         67.448        68.4478
       263        67.3231        68.1996
       264        66.9609        68.1994
       265        66.9045        68.7819
       266        66.9045        69.8021
       267        66.5307        71.4124
       268        66.5307        71.1432
       269        65.9871        69.9424
       270        65.9871        68.0399
       271        65.9871        67.4435
       272         65.851        67.1202
       273         65.851        66.6555
       274         65.851        69.2396
       275        65.3376        73.9587
       276        65.3376        76.5909
       277        65.3376        77.9391
       278        65.3376         77.307
       279        65.3376        77.9657
       280        65.3376        75.7446
       281        65.3376        72.9373
       282        65.3376        70.4498
       283        65.3376        68.1124
       284        65.3376        67.1166
       285        65.3376        66.9154
       286        65.2014        66.4135
       287        65.2014         66.359
       288        65.2014        69.5843
       289        65.2014         74.054
       290        65.2014        76.1995
       291        65.2014        74.3362
       292        65.2014         71.514
       293        65.2014        68.7019
       294        65.2014        67.5369
       295        65.2014        66.3449
       296        65.2014        65.6624
       297        65.2014        65.4571
       298        65.2014        65.6112
       299        65.2014        65.4573
       300        65.2014        65.5231
       301        65.2014        65.6321
       302        65.1346        65.7676
       303        65.1346        65.5684
       304        65.1346         65.659
       305        65.1346        65.6101
       306        65.1346        65.4287
       307        65.1346        65.6118
       308        65.1346        65.4795
       309        65.1346        65.6012
       310        65.1346        65.6984
       311        65.1346        65.7292
       312        65.1346        65.6162
       313        65.1346        65.5626
       314        65.1346        65.8224
       315        65.1346        65.6442
       316        65.1346        65.6145
       317        65.1346        65.8069
       318        65.1346        65.7358
       319        65.1346        65.4993
       320        65.1346        65.4857
       321        65.0894        65.5421
       322        65.0894        65.8536
       323        65.0894        65.8315
       324        65.0894         65.848
       325        65.0894        65.2652
       326        65.0894        65.2011
       327        65.0894        65.4566
       328        65.0894        65.7914
       329        65.0894        65.5406
       330        65.0894        65.3807
       331        64.8812         65.522
       332        64.8812        66.1505
       333        64.8812        68.0833
       334        64.8812        73.1352
       335        64.8812        75.1647
       336        64.8812        76.3431
       337        64.8812        82.0698
       338        64.8812        91.8166
       339        64.8812        97.3634
       340        64.8812        94.5684
       341        64.8812        89.0489
       342        64.8812        79.6304
       343        64.8812        73.0148
       344        64.8812        69.8358
       345        64.8812        68.4524
       346        64.8812        67.1943
       347        64.8812         66.014
       348        64.8812         65.748
       349        64.8812        65.3085
       350        64.8812        65.4486
       351        64.8812        65.6233
       352        64.8812        65.5409
       353        64.8812        65.5502
       354        64.8812        65.4597
       355        64.8812        65.6127
       356        64.8522        65.4449
       357        64.8522        65.3623
       358        64.8522        65.3166
       359        64.8522        65.2072
       360        64.8522         65.391
       361        64.5461        65.1297
       362        64.5461        65.3537
       363        64.5461        65.3674
       364        64.5461        65.2807
       365        64.5461        65.1558
       366        64.5461        65.0695
