#  VELOCITY:   ACTUAL_POFV:   AVE_POFV:      ERROR:
    0.988152       0.389377     0.30356   0.0417365
     1.14018        0.34321    0.403843   0.0281072
      1.2922       0.522124    0.570149   0.0287895
     1.44422       0.503791    0.517099   0.0366606
     1.59625       0.439412    0.450771   0.0148883
     1.74827       0.632365    0.532478   0.0407826
     1.90029       0.597739    0.621686   0.0254993
     2.05232       0.410725    0.472667   0.0324543
     2.20434        0.36136    0.357807   0.0020008
     2.35636       0.327252    0.372831    0.043657
     2.50839       0.308493    0.298687  0.00563254
     2.66041       0.151506    0.233293   0.0333945
     2.81243        0.21558    0.175767   0.0258033
     2.96446       0.169565    0.131193   0.0279332
     3.11648       0.114688    0.100506   0.0106841
      3.2685       0.105551    0.115063   0.0122118
     3.42053      0.0878885   0.0931874  0.00764816
     3.57255      0.0592928   0.0441777  0.00992511
     3.72457      0.0641349   0.0495984   0.0129018
      3.8766      0.0681547   0.0409395   0.0113326
     4.02862      0.0249718   0.0196729  0.00425215
     4.18064      0.0108719  0.00489285  0.00260061
     4.33267              0 0.000243627 0.000198921
     4.48469              0           0           0


   0.0760117    0.000974509  0.00624295  0.00501395
    0.228035      0.0205973   0.0141864  0.00433271
    0.380058      0.0373074   0.0474241   0.0109613
    0.532082       0.117927    0.126788  0.00431673
    0.684105       0.202749    0.219285   0.0129216
    0.836129        0.26428      0.2479  0.00629296
    0.988152       0.393801     0.32612   0.0368993
     1.14018       0.522601    0.433532   0.0332488
      1.2922       0.486405    0.549213   0.0281949
     1.44422       0.446689    0.499496   0.0314386
     1.59625       0.436937    0.447313    0.011561
     1.74827       0.574393    0.542957   0.0319048
     1.90029       0.456678    0.580434   0.0405221
     2.05232        0.41274    0.457685   0.0275829
     2.20434       0.322724    0.349036  0.00774252
     2.35636        0.34671    0.366301   0.0332275
     2.50839          0.353    0.312265   0.0124949
     2.66041       0.190311    0.222548   0.0267188
     2.81243       0.195027    0.180582   0.0197966
     2.96446        0.28209    0.168917   0.0388103
     3.11648       0.227009    0.132132   0.0285368
      3.2685       0.187884    0.133268   0.0182334
     3.42053      0.0340216    0.078396   0.0140354
     3.57255      0.0300316   0.0406412  0.00804928
     3.72457      0.0196094   0.0421012   0.0116529
      3.8766     0.00435484   0.0317934   0.0116181
     4.02862     0.00529889   0.0160794  0.00445594
     4.18064     0.00237537  0.00426348  0.00202518
     4.33267     0.00283217 0.000890762 0.000579953
     4.48469    0.000578615 0.000144654 0.000125274


   0.0760117    0.000368856  0.00506813  0.00414651
    0.228035      0.0245904   0.0162672  0.00393423
    0.380058      0.0904927   0.0560378   0.0116728
    0.532082       0.151538    0.131738  0.00561504
    0.684105       0.290474    0.233523   0.0164022
    0.836129       0.292995    0.256919  0.00950889
    0.988152         0.2049    0.301876   0.0366281
     1.14018       0.438693    0.434564   0.0266151
      1.2922       0.581655    0.555701   0.0232906
     1.44422       0.530999    0.505797   0.0257745
     1.59625       0.547106    0.467271   0.0201051
     1.74827       0.526973     0.53976   0.0256835
     1.90029       0.439492    0.552246   0.0410679
     2.05232       0.403559     0.44686   0.0240971
     2.20434       0.385055     0.35624  0.00893761
     2.35636       0.265822    0.346205   0.0320885
     2.50839       0.299788     0.30977   0.0102421
     2.66041       0.292872    0.236613   0.0248022
     2.81243       0.166139    0.177693   0.0160466
     2.96446       0.106323    0.156399   0.0330056
     3.11648        0.22451    0.150608   0.0281827
      3.2685       0.142747    0.135164   0.0146849
     3.42053      0.0774291   0.0782026   0.0112297
     3.57255      0.0532075   0.0431545  0.00682051
     3.72457      0.0230842   0.0382978  0.00992359
      3.8766     0.00943657    0.027322   0.0101184
     4.02862     0.00722343   0.0143082  0.00390092
     4.18064     0.00046107    0.003503  0.00175714
     4.33267              0  0.00071261 0.000490563
     4.48469              0 0.000115723 0.000103506


   0.0760117              0  0.00422344  0.00354041
    0.228035      0.0411235   0.0204099  0.00500504
    0.380058      0.0893719   0.0615935     0.01097
    0.532082       0.181897    0.140098   0.0089518
    0.684105       0.229113    0.232788    0.013685
    0.836129       0.330585    0.269196   0.0137263
    0.988152       0.340885    0.308377   0.0310951
     1.14018       0.498824    0.445274   0.0242385
      1.2922       0.521327    0.549972   0.0201011
     1.44422       0.543751    0.512123   0.0222415
     1.59625       0.500568    0.472821   0.0175034
     1.74827       0.405378    0.517363    0.029599
     1.90029       0.428519    0.531624   0.0390588
     2.05232       0.476576    0.451813   0.0205836
     2.20434       0.420005    0.366868   0.0122308
     2.35636       0.257831    0.331476   0.0299305
     2.50839       0.231385    0.296706   0.0146654
     2.66041       0.174145    0.226201    0.022749
     2.81243       0.117659    0.167688   0.0161939
     2.96446      0.0982768    0.146712   0.0288913
     3.11648       0.293728    0.174461   0.0320269
      3.2685        0.13709    0.135485    0.012241
     3.42053      0.0646788   0.0759486   0.0095816
     3.57255      0.0871047   0.0504795  0.00877603
     3.72457      0.0840098   0.0459165   0.0108054
      3.8766     0.00854204    0.024192  0.00890294
     4.02862     0.00441574   0.0126595  0.00358228
     4.18064    0.000639521  0.00302575  0.00152772
     4.33267    0.000578615 0.000690277  0.00040931
     4.48469     0.00992781  0.00175107  0.00149535


   0.0760117      0.0013095  0.00380716  0.00305902
    0.228035      0.0176021   0.0200088  0.00430608
    0.380058      0.0339251   0.0576409   0.0100899
    0.532082       0.229515    0.152872   0.0140974
    0.684105        0.29632    0.241864   0.0144291
    0.836129        0.34416    0.279905   0.0153858
    0.988152       0.509389    0.337093   0.0376455
     1.14018       0.378768    0.435773   0.0225612
      1.2922       0.470912    0.538678   0.0201543
     1.44422       0.593323    0.523723    0.021881
     1.59625       0.380177    0.459586   0.0193707
     1.74827       0.560766    0.523563    0.026012
     1.90029       0.485838    0.525083   0.0340223
     2.05232       0.397397    0.444039   0.0190545
     2.20434       0.420769    0.374568   0.0126778
     2.35636       0.205286    0.313449   0.0306059
     2.50839       0.137422    0.273951   0.0245321
     2.66041       0.106563     0.20911   0.0251117
     2.81243       0.135225     0.16305   0.0145294
     2.96446       0.163598    0.149124   0.0248644
     3.11648       0.165283     0.17315   0.0274785
      3.2685       0.139337    0.136035   0.0105046
     3.42053      0.0780159   0.0762439  0.00821735
     3.57255      0.0816533   0.0549329  0.00857815
     3.72457       0.130286   0.0579692   0.0145016
      3.8766      0.0729843   0.0311623  0.00999391
     4.02862      0.0215206   0.0139253  0.00328659
     4.18064      0.0192508  0.00534362  0.00251391
     4.33267    0.000730882 0.000696078 0.000350878
     4.48469    0.000609068  0.00158793   0.0012906


   0.0760117     0.00018272  0.00335411  0.00270998
    0.228035     0.00185766   0.0177399  0.00432445
    0.380058      0.0131063    0.052074   0.0102499
    0.532082      0.0512835    0.140173   0.0171247
    0.684105       0.246879    0.242491    0.012639
    0.836129        0.30455    0.282986   0.0137676
    0.988152        0.43995     0.34995   0.0350667
     1.14018       0.575176    0.453199   0.0256007
      1.2922       0.569941    0.542586   0.0180099
     1.44422        0.54712    0.526647   0.0193404
     1.59625       0.543877    0.470122   0.0196067
     1.74827       0.493152    0.519762   0.0230366
     1.90029       0.478097     0.51921   0.0302722
     2.05232       0.408785    0.439632   0.0171747
     2.20434       0.262695    0.360584   0.0171513
     2.35636        0.16446    0.294825   0.0319478
     2.50839       0.267433    0.273136   0.0214791
     2.66041       0.328655    0.224053    0.026042
     2.81243       0.215357    0.169588   0.0141078
     2.96446        0.17111    0.151872   0.0219077
     3.11648       0.129601    0.167706   0.0245769
      3.2685      0.0965131    0.131095   0.0102878
     3.42053      0.0554309   0.0736423  0.00759086
     3.57255      0.0562215    0.055094  0.00750739
     3.72457      0.0398646   0.0557061   0.0128643
      3.8766      0.0493954   0.0334415   0.0090008
     4.02862      0.0589273   0.0195506   0.0059965
     4.18064     0.00331942  0.00509059  0.00221236
     4.33267     0.00356305  0.00105445 0.000454573
     4.48469     0.00143131  0.00156835  0.00112942


   0.0760117     0.00194902  0.00319799  0.00241336
    0.228035     0.00426348   0.0162425    0.004095
    0.380058     0.00883149   0.0472693    0.010175
    0.532082       0.047355     0.12986   0.0180624
    0.684105       0.216341    0.239585   0.0115639
    0.836129       0.303407    0.285255   0.0124234
    0.988152       0.287206    0.342979   0.0318559
     1.14018       0.458141    0.453748    0.022762
      1.2922       0.477783    0.535386   0.0173887
     1.44422       0.574168    0.531927   0.0178977
     1.59625       0.795808     0.50631   0.0383114
     1.74827       0.479397    0.515277    0.020909
     1.90029       0.522763    0.519605   0.0269112
     2.05232       0.346012     0.42923   0.0181452
     2.20434       0.273015    0.350854   0.0177927
     2.35636       0.345707    0.300479   0.0288939
     2.50839       0.285166    0.274473   0.0191341
     2.66041       0.259311    0.227971   0.0234412
     2.81243       0.215336    0.174671   0.0134248
     2.96446       0.237049    0.161336   0.0214205
     3.11648       0.138015    0.164407   0.0220665
      3.2685       0.132564    0.131258  0.00914605
     3.42053      0.0647744    0.072657  0.00681108
     3.57255      0.0720528   0.0569783  0.00690566
     3.72457      0.0223223   0.0519968   0.0119577
      3.8766     0.00828333   0.0306461  0.00842361
     4.02862    0.000913602   0.0174798  0.00567653
     4.18064              0  0.00452497  0.00203757
     4.33267              0 0.000937288 0.000418891
     4.48469              0  0.00139409  0.00101729


   0.0760117    6.09068e-05  0.00288428  0.00219232
    0.228035      0.0234295   0.0169612  0.00374803
    0.380058      0.0294578   0.0454882  0.00931212
    0.532082       0.121486    0.129023   0.0162756
    0.684105        0.21117    0.236744   0.0107509
    0.836129       0.208115    0.277541   0.0133631
    0.988152       0.392204    0.347901   0.0290481
     1.14018       0.420311    0.450404     0.02073
      1.2922       0.571561    0.539003   0.0160217
     1.44422       0.526439    0.531379   0.0161163
     1.59625       0.643293    0.520008   0.0368479
     1.74827       0.478622    0.511612   0.0191367
     1.90029        0.40647    0.508291   0.0264917
     2.05232       0.391059    0.425413   0.0167273
     2.20434       0.354901    0.351259   0.0160181
     2.35636        0.36494    0.306925   0.0267139
     2.50839       0.302808    0.277306   0.0174292
     2.66041        0.21987    0.227161   0.0211111
     2.81243         0.2274    0.179944   0.0130769
     2.96446       0.212848    0.166487   0.0198881
     3.11648       0.185522    0.166519   0.0199606
      3.2685      0.0963987    0.127772  0.00887093
     3.42053      0.0557602   0.0709673  0.00633609
     3.57255        0.03761   0.0550415  0.00648102
     3.72457      0.0630647   0.0531036   0.0108131
      3.8766      0.0205259   0.0296341   0.0076418
     4.02862       0.004903   0.0162221  0.00524635
     4.18064     0.00599932  0.00467241  0.00183914
     4.33267     0.00109632 0.000953192 0.000377304
     4.48469    0.000609068  0.00131559 0.000918581


   0.0760117              0  0.00262207  0.00200864
    0.228035      0.0204038   0.0172742  0.00342035
    0.380058      0.0714741   0.0478505  0.00876009
    0.532082       0.151293    0.131047   0.0149213
    0.684105       0.132594    0.227276   0.0133048
    0.836129       0.280689    0.277827   0.0121513
    0.988152       0.332338    0.346486   0.0264418
     1.14018        0.30898    0.437547   0.0224815
      1.2922       0.482382    0.533856   0.0153698
     1.44422       0.451929    0.524156    0.016189
     1.59625       0.587598    0.526153   0.0340065
     1.74827       0.547948    0.514915   0.0176798
     1.90029       0.469987    0.504809   0.0243111
     2.05232       0.442031    0.426924   0.0152747
     2.20434       0.356518    0.351737    0.014569
     2.35636       0.367055    0.312391   0.0248384
     2.50839       0.351889    0.284086   0.0171128
     2.66041       0.321557    0.235742   0.0208633
     2.81243       0.294972    0.190401   0.0155156
     2.96446       0.142613    0.164317   0.0181982
     3.11648       0.140086    0.164116   0.0182901
      3.2685       0.134695    0.128402  0.00808677
     3.42053      0.0771994   0.0715339  0.00578536
     3.57255      0.0366354   0.0533682  0.00610402
     3.72457       0.011085   0.0492837   0.0104831
      3.8766      0.0207083   0.0288227  0.00699004
     4.02862      0.0223223   0.0167767  0.00479863
     4.18064      0.0120291   0.0053412  0.00178942
     4.33267     0.00892285  0.00167771 0.000771267
     4.48469              0  0.00119599 0.000842823


   0.0760117     0.00676066  0.00296695  0.00187063
    0.228035        0.07254   0.0218797  0.00541047
    0.380058       0.164387   0.0575619   0.0122855
    0.532082       0.156713    0.133186   0.0138303
    0.684105       0.190242    0.224189   0.0125489
    0.836129       0.120809    0.264742   0.0167636
    0.988152         0.2351    0.337204   0.0258162
     1.14018        0.47754     0.44088   0.0208536
      1.2922       0.407923    0.523361   0.0173047
     1.44422       0.517951    0.523639   0.0148482
     1.59625       0.617625    0.533775   0.0320156
     1.74827       0.480402    0.512039   0.0164387
     1.90029       0.471936     0.50207    0.022439
     2.05232       0.464445     0.43005   0.0143183
     2.20434        0.45403    0.360261   0.0156513
     2.35636       0.326826    0.313594   0.0227976
     2.50839       0.340865    0.288818   0.0163278
     2.66041       0.191339    0.232042   0.0194501
     2.81243       0.163657    0.188173   0.0143819
     2.96446       0.146664    0.162846    0.016741
     3.11648       0.151932    0.163101   0.0167941
      3.2685      0.0812497    0.124472  0.00831287
     3.42053      0.0898071   0.0730566      0.0055
     3.57255      0.0931265   0.0566814  0.00643199
     3.72457      0.0686115   0.0508944  0.00973244
      3.8766      0.0304839   0.0289611   0.0064089
     4.02862       0.018942   0.0169571  0.00440213
     4.18064      0.0229314  0.00680705  0.00215876
     4.33267       0.013095  0.00262914   0.0011531
     4.48469              0  0.00109632 0.000778459


   0.0760117    0.000487254  0.00277621  0.00173643
    0.228035     0.00770471   0.0207893  0.00510297
    0.380058      0.0573438   0.0575452   0.0113405
    0.532082       0.127752    0.132768   0.0127728
    0.684105       0.262722    0.227153   0.0119285
    0.836129       0.212321     0.26071   0.0159517
    0.988152       0.321953    0.336031    0.023857
     1.14018       0.574869    0.451187   0.0216472
      1.2922       0.455827    0.518166   0.0167352
     1.44422       0.328166    0.508602   0.0199137
     1.59625       0.633948    0.541481    0.030466
     1.74827       0.468373     0.50868   0.0155136
     1.90029       0.557328     0.50632   0.0211117
     2.05232       0.474708    0.433486   0.0136227
     2.20434       0.444802    0.366764   0.0157406
     2.35636       0.324633    0.314443   0.0210598
     2.50839       0.282912    0.288364   0.0150781
     2.66041       0.199988    0.229576   0.0181095
     2.81243       0.164327    0.186338    0.013392
     2.96446        0.11822    0.159413   0.0158013
     3.11648       0.190851    0.165235   0.0156373
      3.2685      0.0895939    0.121789   0.0080948
     3.42053       0.138989   0.0781284  0.00703698
     3.57255      0.0304839   0.0546662  0.00624493
     3.72457      0.0330419   0.0495211  0.00908016
      3.8766       0.021226   0.0283661  0.00594347
     4.02862       0.022901   0.0174144  0.00408718
     4.18064      0.0200688  0.00782718  0.00222069
     4.33267     0.00867922  0.00309453   0.0011545
     4.48469     0.00371532  0.00129778 0.000744189


   0.0760117    0.000121814  0.00258661  0.00162272
    0.228035     0.00892285   0.0199417  0.00480835
    0.380058        0.08396   0.0594319   0.0106863
    0.532082       0.130006    0.132571    0.011862
    0.684105       0.221549    0.226753   0.0110832
    0.836129       0.252702    0.260138   0.0148225
    0.988152       0.403355     0.34084   0.0226324
     1.14018       0.432469     0.44985   0.0201422
      1.2922       0.489721    0.516135   0.0156627
     1.44422       0.468587    0.505744   0.0186953
     1.59625       0.442914    0.534441    0.029092
     1.74827        0.50574     0.50847   0.0144069
     1.90029       0.485062    0.504802   0.0196582
     2.05232       0.445107    0.434316    0.012675
     2.20434       0.349331    0.365519   0.0146654
     2.35636       0.452324    0.324292   0.0217367
     2.50839       0.353594    0.293023   0.0147034
     2.66041       0.196668    0.227226   0.0169678
     2.81243       0.211225    0.188116   0.0125529
     2.96446       0.132046    0.157458    0.014793
     3.11648       0.172762    0.165773   0.0145296
      3.2685       0.108597    0.120847  0.00757125
     3.42053      0.0949842   0.0793324  0.00663654
     3.57255      0.0502177   0.0543484  0.00580694
     3.72457      0.0644699   0.0505889  0.00849412
      3.8766      0.0167494   0.0275363  0.00557656
     4.02862     0.00316715   0.0163967  0.00391989
     4.18064     0.00158358  0.00738121  0.00210638
     4.33267              0   0.0028735  0.00109299
     4.48469              0  0.00120508 0.000696782


   0.0760117              0  0.00241417  0.00152367
    0.228035    0.000121814   0.0186203  0.00466581
    0.380058      0.0308798   0.0575285    0.010142
    0.532082       0.101806     0.13052   0.0112471
    0.684105       0.201267    0.225054   0.0104737
    0.836129       0.214879    0.257121   0.0141381
    0.988152       0.359502    0.342084   0.0211577
     1.14018       0.477113    0.451668   0.0188813
      1.2922       0.503242    0.515275   0.0146421
     1.44422       0.561926     0.50949   0.0178202
     1.59625       0.497487    0.531977   0.0272567
     1.74827       0.383469    0.500137   0.0156723
     1.90029       0.385205    0.496829    0.019899
     2.05232       0.553582    0.442267   0.0141051
     2.20434       0.409903    0.368478    0.013983
     2.35636       0.438468    0.331904   0.0215792
     2.50839       0.350793    0.296874   0.0142186
     2.66041       0.195694    0.225123   0.0159663
     2.81243       0.276304    0.193995   0.0130202
     2.96446       0.175594    0.158667   0.0138562
     3.11648       0.149922    0.164716   0.0135993
      3.2685       0.138258    0.122008  0.00715493
     3.42053       0.079057    0.079314  0.00619413
     3.57255      0.0480555   0.0539289  0.00543495
     3.72457      0.0358437   0.0496059  0.00798453
      3.8766     0.00767426   0.0262122  0.00535969
     4.02862     0.00188811   0.0154295  0.00377601
     4.18064              0  0.00688913  0.00202261
     4.33267              0  0.00268193  0.00103678
     4.48469              0  0.00112475 0.000654945


   0.0760117    0.000121814   0.0022709  0.00143516
    0.228035     0.00596887   0.0178296  0.00444069
    0.380058      0.0279258   0.0556783  0.00967538
    0.532082        0.11152    0.129332   0.0106066
    0.684105        0.16856    0.221523   0.0103973
    0.836129       0.189298    0.252882   0.0138754
    0.988152       0.371349    0.343913   0.0199143
     1.14018       0.475317    0.453146   0.0177589
      1.2922       0.448487    0.511101   0.0143096
     1.44422       0.510947    0.509581   0.0167067
     1.59625       0.476687    0.528521   0.0257712
     1.74827       0.509881    0.500746   0.0147046
     1.90029        0.43119    0.492726   0.0190735
     2.05232       0.592349    0.451647   0.0160421
     2.20434        0.43795     0.37282   0.0137667
     2.35636       0.351554    0.333132   0.0202654
     2.50839       0.427962    0.305067   0.0155118
     2.66041       0.274812    0.228229   0.0152675
     2.81243       0.193044    0.193936   0.0122066
     2.96446       0.170509    0.159408   0.0130099
     3.11648       0.161799    0.164534   0.0127506
      3.2685      0.0841123    0.119639  0.00708893
     3.42053      0.0747631   0.0790296  0.00581352
     3.57255      0.0402289   0.0530727  0.00516227
     3.72457      0.0292048   0.0483308  0.00758662
      3.8766      0.0100192   0.0252001  0.00511937
     4.02862     0.00237537   0.0146136  0.00362708
     4.18064              0  0.00645856  0.00194149
     4.33267              0  0.00251431 0.000985436
     4.48469              0  0.00105445 0.000617772


   0.0760117    0.000426348  0.00216239  0.00135484
    0.228035     0.00106587   0.0168435  0.00428757
    0.380058      0.0157444   0.0533292  0.00938707
    0.532082      0.0418125    0.124184   0.0111624
    0.684105       0.185339    0.219395   0.0100012
    0.836129       0.230471    0.251564   0.0131217
    0.988152       0.436885    0.349382   0.0194793
     1.14018       0.551816     0.45895   0.0176373
      1.2922       0.532265    0.512346   0.0135219
     1.44422       0.512896    0.509776    0.015725
     1.59625       0.375369    0.519512   0.0257819
     1.74827       0.514693    0.501566   0.0138625
     1.90029       0.508328    0.493644   0.0179736
     2.05232        0.50242    0.454634    0.015374
     2.20434       0.358071    0.371952   0.0129842
     2.35636       0.304656    0.331457   0.0191424
     2.50839       0.327405    0.306381   0.0146549
     2.66041       0.284496    0.231539   0.0147238
     2.81243        0.34187    0.202638   0.0142568
     2.96446       0.205286    0.162106   0.0125214
     3.11648      0.0766817    0.159366   0.0130057
      3.2685       0.123154    0.119846  0.00667494
     3.42053      0.0544811   0.0775855  0.00564804
     3.57255      0.0383408   0.0522061  0.00493081
     3.72457      0.0277126    0.047118  0.00723664
      3.8766      0.0170235   0.0247191  0.00484077
     4.02862     0.00691292   0.0141606  0.00344189
     4.18064     0.00231446  0.00621479  0.00184252
     4.33267              0  0.00236641 0.000938503
     4.48469              0 0.000992423 0.000584538


   0.0760117     0.00886194  0.00253459  0.00132971
    0.228035     0.00788743    0.016346  0.00407814
    0.380058      0.0258245   0.0518012  0.00898908
    0.532082      0.0784058    0.121641   0.0108281
    0.684105       0.148845    0.215475   0.0101846
    0.836129       0.233152    0.250541   0.0124325
    0.988152       0.354315    0.349656   0.0183991
     1.14018       0.544323    0.463693   0.0172834
      1.2922       0.456435     0.50924   0.0131226
     1.44422       0.486829    0.508501    0.014903
     1.59625       0.437476    0.514955   0.0247491
     1.74827       0.657433    0.510225   0.0155637
     1.90029       0.432249    0.490233   0.0172957
     2.05232       0.416137    0.452495   0.0146679
     2.20434       0.359512    0.371261   0.0122813
     2.35636       0.348129    0.332383   0.0181014
     2.50839       0.424887    0.312965   0.0152481
     2.66041       0.270793     0.23372   0.0140664
     2.81243       0.274399    0.206624   0.0140111
     2.96446       0.216233    0.165113   0.0121815
     3.11648       0.107056     0.15646   0.0126037
      3.2685      0.0954703    0.118492  0.00644002
     3.42053      0.0618509   0.0767114  0.00540149
     3.57255      0.0679168   0.0530789  0.00473349
     3.72457      0.0347675   0.0464318  0.00686706
      3.8766      0.0138563   0.0241156   0.0046093
     4.02862     0.00901421   0.0138747  0.00326253
     4.18064     0.00338033  0.00605732  0.00174688
     4.33267     0.00207083  0.00234999 0.000886507
     4.48469    0.000426348 0.000960974 0.000552909


   0.0760117      0.0084965  0.00284837  0.00129622
    0.228035      0.0193075   0.0165018  0.00386647
    0.380058      0.0413557   0.0512514  0.00853276
    0.532082       0.136797    0.122439   0.0102876
    0.684105       0.166458    0.212895     0.00997
    0.836129       0.386789    0.257712   0.0136909
    0.988152       0.410542    0.352861   0.0177075
     1.14018       0.408776    0.460802   0.0166137
      1.2922       0.534884    0.510589   0.0125011
     1.44422       0.468891    0.506416   0.0142637
     1.59625       0.410421    0.509453   0.0240503
     1.74827       0.396047    0.504216   0.0158623
     1.90029       0.476839    0.489528   0.0163997
     2.05232        0.42516    0.451056   0.0139662
     2.20434       0.356366    0.370477   0.0116599
     2.35636       0.441757     0.33814   0.0180408
     2.50839       0.329932    0.313858   0.0144717
     2.66041       0.275055    0.235895   0.0134932
     2.81243       0.199135     0.20623   0.0132792
     2.96446       0.143375    0.163969    0.011594
     3.11648      0.0987908    0.153425   0.0123003
      3.2685       0.168042      0.1211  0.00660804
     3.42053      0.0706519   0.0763925   0.0051266
     3.57255      0.0997044   0.0555329   0.0050808
     3.72457      0.0452538   0.0463698  0.00650591
      3.8766     0.00797879   0.0232663  0.00444427
     4.02862      0.0143436   0.0138994  0.00309091
     4.18064        0.01142  0.00633957  0.00167758
     4.33267      0.0215915   0.0033627  0.00129497
     4.48469     0.00377622  0.00110915   0.0005433


   0.0760117    0.000944056  0.00275316   0.0012349
    0.228035      0.0120291   0.0162782  0.00367961
    0.380058      0.0387063   0.0506242  0.00812915
    0.532082        0.15441    0.124037  0.00989662
    0.684105        0.24975    0.214738  0.00964029
    0.836129       0.357843    0.262718   0.0138916
    0.988152       0.387179    0.354577   0.0169051
     1.14018       0.432471    0.459386   0.0158433
      1.2922       0.437834    0.506952   0.0123941
     1.44422       0.457563    0.503974   0.0137581
     1.59625       0.445974    0.506279   0.0230563
     1.74827       0.535778    0.505794   0.0151475
     1.90029       0.581937    0.494149   0.0162176
     2.05232       0.363247    0.446666    0.013941
     2.20434       0.282963    0.366102   0.0118696
     2.35636       0.387233    0.340594   0.0173049
     2.50839       0.310618    0.313696    0.013749
     2.66041       0.180679    0.233134    0.013098
     2.81243        0.24377    0.208107   0.0127472
     2.96446       0.115488    0.161545   0.0112648
     3.11648       0.177778    0.154642   0.0117454
      3.2685       0.118921    0.120991  0.00627854
     3.42053      0.0869356   0.0769196   0.0048973
     3.57255      0.0596582   0.0557391  0.00483095
     3.72457      0.0586641   0.0469845  0.00620959
      3.8766      0.0410816   0.0241571   0.0043104
     4.02862     0.00825287    0.013617  0.00294923
     4.18064      0.0304338  0.00754428  0.00197956
     4.33267      0.0132168   0.0038554  0.00132063
     4.48469     0.00657794  0.00138258 0.000580884


