1 0
1.41413 0.00138265
1.7306 0.00196543
1.99722 0.00221769
2.23425 0.00250671
2.44643 0.00263631
2.64482 0.00291838
2.83169 0.00316644
3.00052 0.00334745
3.16347 0.00365976
3.31918 0.00418115
3.46663 0.00435642
3.60752 0.00448292
3.7415 0.00446793
3.87396 0.00473475
4.00089 0.00493017
4.12191 0.00503323
4.24305 0.00509483
4.36153 0.00522989
4.47006 0.00522992
4.57944 0.00508068
4.68831 0.00520017
4.79517 0.00543174
4.89595 0.00576062
4.99785 0.00626964
5.09781 0.00647971
5.19697 0.00654537
5.291 0.00642058
5.38314 0.00663638
5.47249 0.00675722
5.563 0.00672953
5.65448 0.00668559
5.74063 0.0066973
5.82538 0.00696871
5.9137 0.00721513
5.99636 0.00723347
6.07978 0.00738194
6.1625 0.00750316
6.24287 0.0079147
6.32015 0.00755984
6.39747 0.00745718
6.47627 0.00790036
6.55114 0.00814275
6.62687 0.00809036
6.70218 0.00821969
6.77519 0.00839904
6.84701 0.00874236
6.92166 0.0086041
6.99345 0.00856627
7.06693 0.00842358
7.13535 0.0082049
7.20663 0.00810896
7.27691 0.00816044
7.34102 0.00829217
7.40974 0.00852475
7.47962 0.00883173
7.54691 0.00865663
7.61336 0.00875708
7.67567 0.00872981
7.74337 0.00894699
7.80982 0.0092206
7.87508 0.00949376
7.93461 0.00954565
7.99743 0.00946918
8.05999 0.0097407
8.12266 0.00977853
8.18165 0.00967404
8.24285 0.0100435
8.30573 0.00986154
8.3664 0.00966514
8.42455 0.0100208
8.4847 0.0102526
8.54172 0.0104485
8.60029 0.0104356
8.66192 0.0103267
8.72014 0.0105854
8.77844 0.0109775
8.83579 0.0107742
8.89395 0.0108077
8.95002 0.0109794
9.00477 0.011027
9.06083 0.011107
9.11426 0.0112041
9.16991 0.0114444
9.22423 0.0117587
9.28148 0.0119534
9.33619 0.0118113
9.38956 0.0121818
9.44159 0.0117951
9.49423 0.012014
9.54466 0.0123363
9.59891 0.0127596
9.6512 0.0127794
9.70287 0.0126491
9.75483 0.0126723
9.80711 0.012765
9.85648 0.0129084
9.9048 0.0129369
9.95745 0.0131939
10.0073 0.0134886
