1 0
1.41216 0.00124655
1.72986 0.00196963
2.00007 0.00251269
2.23623 0.00286111
2.44873 0.00286587
2.64375 0.00309667
2.82603 0.00313886
2.99957 0.00352735
3.16142 0.00384561
3.31396 0.00419284
3.4604 0.00437699
3.60413 0.00441878
3.73927 0.00437641
3.87051 0.0048189
3.99737 0.00502792
4.11763 0.00472514
4.2366 0.00508659
4.35037 0.00549975
4.46344 0.00579398
4.575 0.00594894
4.68317 0.00596705
4.78753 0.00599474
4.89183 0.00621913
4.99338 0.00649724
5.09338 0.00666632
5.18748 0.00682528
5.28025 0.00677391
5.37585 0.0067663
5.46481 0.00662651
5.55528 0.00649646
5.64409 0.00686225
5.73055 0.0070918
5.81544 0.00730093
5.89997 0.00746661
5.98582 0.00756432
6.06792 0.00785048
6.14782 0.00836727
6.2299 0.00863609
6.31143 0.00906064
6.38719 0.00903739
6.46484 0.00919032
6.53995 0.0092959
6.61732 0.00914204
6.69373 0.00931672
6.76499 0.00951286
6.84058 0.0093948
6.91211 0.00950315
6.98194 0.00922298
7.05108 0.00919017
7.11994 0.00929591
7.1911 0.00934459
7.25908 0.00930403
7.32641 0.00933309
7.39253 0.00931808
7.45928 0.00927578
7.52357 0.00899254
7.59066 0.00919765
7.65578 0.00909828
7.7197 0.00914169
7.78247 0.00916482
7.84546 0.00928904
7.90658 0.0089888
7.97085 0.00926716
8.03606 0.00921912
8.09892 0.00935175
8.1594 0.00946091
8.21977 0.00945937
8.28011 0.00938997
8.33937 0.00943236
8.4009 0.00948344
8.45813 0.00954162
8.51581 0.00945399
8.5771 0.00941328
8.63551 0.0095705
8.69159 0.00949658
8.74878 0.0093907
8.8026 0.00925858
8.85922 0.0094444
8.91434 0.00950497
8.96949 0.00975597
9.02601 0.00961979
9.07938 0.00947683
9.13159 0.00947889
9.189 0.00964806
9.23984 0.00963972
9.29586 0.0093723
9.3476 0.00944285
9.40332 0.00926006
9.45502 0.00943235
9.50836 0.00960241
9.56259 0.00989566
9.61249 0.00983632
9.66376 0.00977913
9.71504 0.00982664
9.76628 0.0098629
9.82128 0.00980942
9.87117 0.0101119
9.92434 0.010262
9.97557 0.0103232
