2.00 9.85146 0.0259247 9.86609 0.0285908
1.85 11.064 0.0234642 11.073 0.02962
1.70 12.4177 0.0330899 12.4861 0.0247905
1.55 14.1121 0.0392355 14.0841 0.03259
1.40 15.8138 0.0385623 15.825 0.0379862
1.25 17.8939 0.0608827 17.8738 0.0628353
1.10 19.9085 0.0534783 19.7799 0.0669194
0.95 21.4959 0.089496 21.2345 0.0829413
0.80 22.2416 0.124558 21.8457 0.154243
0.65 21.6811 0.209077 21.2955 0.221841
0.50 16.3107 0.341988 17.3012 0.351652
