2.00 67.9854 0.225964 67.4721 0.193853
1.85 80.0026 0.204103 79.2398 0.275389
1.70 94.8712 0.29206 94.2481 0.356753
1.55 117.512 0.427752 116.439 0.613666
1.40 146.31 0.640626 148.118 0.782376
1.25 199.127 0.903356 198.893 1.25366
1.10 280.485 1.58692 278.751 2.42231
0.95 435.979 3.72557 423.474 4.14379
0.80 770.457 7.13622 754.039 13.3584
0.65 1631.17 27.1684 1636.96 32.641
0.50 3951.33 41.0014 3831.89 50.2436
