2.00 0.537625
1.85 0.506642
1.70 0.471732
1.55 0.431724
1.40 0.387095
1.25 0.335695
1.10 0.279296
0.95 0.2175
0.80 0.150897
0.65 0.0867206
0.50 0.0259403
